Date,SPY
2006-08-08,2012.0045358649484
2006-08-09,1936.2903102883242
2006-08-10,1936.8574281160338
2006-08-11,1913.5764958435113
2006-08-14,1903.0373737928044
2006-08-15,1887.804447601988
2006-08-16,1486.6569646760297
2006-08-17,1852.3363875853402
2006-08-18,1931.3190384734457
2006-08-21,1878.9893271024623
2006-08-22,1883.7801884155467
2006-08-23,1868.3854080231185
2006-08-24,1965.6982448230694
2006-08-25,1967.0310236414427
2006-08-28,1940.079500202307
2006-08-29,1924.3051225981853
2006-08-30,1875.7045295856792
2006-08-31,1886.001038439293
2006-09-01,1939.2128656596942
2006-09-05,1859.5243418801992
2006-09-06,1922.1975917377383
2006-09-07,1937.3826146830359
2006-09-08,1963.2083988656248
2006-09-11,2024.500312937666
2006-09-12,2021.8861251540764
2006-09-13,2006.5203048452895
2006-09-14,1974.1810000446199
2006-09-15,1975.1400217812684
2006-09-18,1930.451509280954
2006-09-19,1969.2284994768656
2006-09-20,2055.898246716626
2006-09-21,2093.1276500304875
2006-09-22,2193.1488479999675
2006-09-25,2283.6997128871303
2006-09-26,2189.086365672881
2006-09-27,2118.1464482183783
2006-09-28,2079.5631485480717
2006-09-29,2044.0007811801995
2006-10-02,1999.3229663011107
2006-10-03,2003.5294861151651
2006-10-04,2062.9776977377355
2006-10-05,2065.4252338186093
2006-10-06,2064.353839307292
2006-10-09,2027.6346736351645
2006-10-10,1995.1025719971135
2006-10-11,2005.4191858663544
2006-10-12,2026.556431385714
2006-10-13,1994.1810363798477
2006-10-16,1963.8196881442925
2006-10-17,1970.55742078439
2006-10-18,1943.7078422804047
2006-10-19,1961.5446588385128
2006-10-20,1986.0567885934263
2006-10-23,1994.4525086410092
2006-10-24,2025.638225834737
2006-10-25,2045.1035024544833
2006-10-26,2002.9133647131146
2006-10-27,1990.3569952979249
2006-10-30,2015.1698060633234
2006-10-31,1994.2283299066526
2006-11-01,1994.9218230222532
2006-11-02,2005.726140640743
2006-11-03,2006.7016189191263
2006-11-06,1993.5592164864206
2006-11-07,2002.337518493672
2006-11-08,2040.0076656204797
2006-11-09,2016.8035343115807
2006-11-10,2049.964976859405
2006-11-13,2111.113421792558
2006-11-14,2093.680899091955
2006-11-15,2076.361093819729
2006-11-16,2087.5257556194765
2006-11-17,2137.1649116703684
2006-11-20,2122.585750151826
2006-11-21,2144.4792027735066
2006-11-22,2144.774649773966
2006-11-24,2147.9915871706985
2006-11-27,2171.8382864220507
2006-11-28,2203.3837944381917
2006-11-29,2195.1042987575856
2006-11-30,2162.701742772498
2006-12-01,2126.227533891412
2006-12-04,2167.1794139684216
2006-12-05,2125.8933622443783
2006-12-06,2100.110024712955
2006-12-07,2060.2996643241654
2006-12-08,2059.0754580976704
2006-12-11,2052.699453701088
2006-12-12,2096.0913293621693
2006-12-13,2083.088340191641
2006-12-14,2090.8607449458846
2006-12-15,2104.777413168492
2006-12-18,2108.829370366868
2006-12-19,2154.5358561938574
2006-12-20,2149.3285701283453
2006-12-21,2149.4312428087574
2006-12-22,2104.6900659221783
2006-12-26,2117.101494649189
2006-12-27,2121.89178540443
2006-12-28,2069.6662247624827
2006-12-29,2053.3611167442255
2007-01-03,2063.2358800294396
2007-01-04,2085.1051880629207
2007-01-05,2099.5922508685708
2007-01-08,2107.3394226935607
2007-01-09,2115.374585982718
2007-01-10,2124.793282308439
2007-01-11,2102.115890127723
2007-01-12,2100.3393344947212
2007-01-16,2106.4532969364977
2007-01-17,2068.603641362367
2007-01-18,2055.087428223095
2007-01-19,2045.6112012005276
2007-01-22,2054.709786347011
2007-01-23,2068.5279306509733
2007-01-24,2063.7374449763442
2007-01-25,2047.1970839785956
2007-01-26,2062.690136773
2007-01-29,2071.219108260166
2007-01-30,2062.5632737556884
2007-01-31,2042.6970264114605
2007-02-01,1989.4247803205787
2007-02-02,1951.943343548519
2007-02-05,1942.0527843091631
2007-02-06,1915.9546991152088
2007-02-07,1918.343699537465
2007-02-08,1960.3852476010718
2007-02-09,1958.8283088344829
2007-02-12,2001.0086881546688
2007-02-13,1998.072746295107
2007-02-14,1972.1241673509853
2007-02-15,1933.5493182681046
2007-02-16,1946.382130205695
2007-02-20,1953.5149164507054
2007-02-21,1910.425002715607
2007-02-22,1888.4810707032946
2007-02-23,1928.769462880135
2007-02-26,1913.3972102449327
2007-02-27,1912.9282424016453
2007-02-28,1986.428568727572
2007-03-01,1993.6452553605723
2007-03-02,1960.1216229457038
2007-03-05,2008.3241245979539
2007-03-06,1985.8962474156212
2007-03-07,1946.746901728277
2007-03-08,1929.564285613671
2007-03-09,1895.8086155579986
2007-03-12,1882.3534868594948
2007-03-13,1863.5194214584842
2007-03-14,1931.8170116316026
2007-03-15,1853.8673099493144
2007-03-16,1862.1886149753773
2007-03-19,1830.029050327688
2007-03-20,1834.052980756455
2007-03-21,1848.4511843063262
2007-03-22,1796.8123614568235
2007-03-23,1829.7827880043774
2007-03-26,1813.2204117527508
2007-03-27,1813.1384014025734
2007-03-28,1839.7740207070951
2007-03-29,1773.3133004922993
2007-03-30,1787.5642805873078
2007-04-02,1749.8545817477782
2007-04-03,1735.685802163121
2007-04-04,1719.9156212603132
2007-04-05,1720.1624433565655
2007-04-09,1722.5478389605346
2007-04-10,1723.2147037309794
2007-04-11,1717.8780305518467
2007-04-12,1747.7456704064368
2007-04-13,1696.0725617119979
2007-04-16,1751.57216067825
2007-04-17,1758.654991193506
2007-04-18,1777.530346457913
2007-04-19,1758.2468390402562
2007-04-20,1753.9362885759938
2007-04-23,1737.6695237783194
2007-04-24,1785.6808864473085
2007-04-25,1751.9036178395118
2007-04-26,1752.159632377961
2007-04-27,1783.6013745745795
2007-04-30,1770.2074670483278
2007-05-01,1774.743236234613
2007-05-02,1761.6541828822749
2007-05-03,1761.4013365380963
2007-05-04,1792.380857843554
2007-05-07,1774.396745230774
2007-05-08,1777.314371066591
2007-05-09,1771.9431894472377
2007-05-10,1738.1871682978472
2007-05-11,1751.3194499474548
2007-05-14,1722.2875073489256
2007-05-15,1650.0855959526764
2007-05-16,1581.1805593720342
2007-05-17,1578.0506762580846
2007-05-18,1590.1951928545334
2007-05-21,1525.1644127476472
2007-05-22,1508.6259230360524
2007-05-23,1518.8293397570317
2007-05-24,1579.7304112694276
2007-05-25,1524.4988509273492
2007-05-29,1538.867116962637
2007-05-30,1550.4444642044496
2007-05-31,1467.9638394819744
2007-06-01,1417.9781802157097
2007-06-04,1530.6216113937849
2007-06-05,1524.5627209143706
2007-06-06,1600.8765746463894
2007-06-07,1564.9642594314744
2007-06-08,1583.7114487079907
2007-06-11,1511.207320713992
2007-06-12,1484.5806797598834
2007-06-13,1533.7515922519483
2007-06-14,1489.6617649421758
2007-06-15,1435.1149659483428
2007-06-18,1411.9017042813168
2007-06-19,1410.6486900337086
2007-06-20,1437.940746130969
2007-06-21,1455.0190967508315
2007-06-22,1450.3721327266198
2007-06-25,1483.8487254949378
2007-06-26,1490.5971986522227
2007-06-27,1533.7389131148304
2007-06-28,1451.4527822947682
2007-06-29,1472.2983085288513
2007-07-02,1439.603355858176
2007-07-03,1437.5804016987552
2007-07-05,1436.6719928779673
2007-07-06,1406.7932520182176
2007-07-09,1399.6067356619028
2007-07-10,1359.116270029155
2007-07-11,1363.2508083837265
2007-07-12,1346.9897274434868
2007-07-13,1339.2115704317184
2007-07-16,1330.4621475292063
2007-07-17,1315.5777811043918
2007-07-18,1294.3878459858072
2007-07-19,1290.4681312430102
2007-07-20,1299.0713384488802
2007-07-23,1247.0521591864726
2007-07-24,1245.2755741798146
2007-07-25,1302.513001564427
2007-07-26,1346.8931598936656
2007-07-27,1379.1291079832372
2007-07-30,1315.1861775047848
2007-07-31,1251.1055785555977
2007-08-01,1290.9625621345485
2007-08-02,1268.3342293487478
2007-08-03,1259.9632737692446
2007-08-06,1339.1604899894085
2007-08-07,1374.7043858981824
2007-08-08,1333.361756461934
2007-08-09,1375.7347516917725
2007-08-10,1447.1305188709389
2007-08-13,1442.4634592771197
2007-08-14,1534.4053912730537
2007-08-15,1577.168835023447
2007-08-16,1968.484550922345
2007-08-17,1736.97177311853
2007-08-20,1751.5871135351395
2007-08-21,1728.66007988646
2007-08-22,1697.2524708303915
2007-08-23,1648.6668664078572
2007-08-24,1589.8727614296015
2007-08-27,1512.4553833525194
2007-08-28,1576.7118398386897
2007-08-29,1568.1387781988528
2007-08-30,1538.729952069243
2007-08-31,1554.2071160798314
2007-09-04,1507.8259530383493
2007-09-05,1563.3018382641387
2007-09-06,1508.419592262236
2007-09-07,1523.5239149298034
2007-09-11,1434.2616113877168
2007-09-12,1377.6591402110985
2007-09-13,1362.7394795683358
2007-09-14,1346.9011210260617
2007-09-17,1392.8923526121837
2007-09-18,1401.124861280388
2007-09-19,1319.5259619621456
2007-09-20,1272.186938699432
2007-09-21,1287.2256916998776
2007-09-24,1305.1770857086328
2007-09-25,1296.4581459369672
2007-09-26,1268.3893795187987
2007-09-27,1240.3945035929466
2007-09-28,1229.5443663965468
2007-10-01,1195.3046447809636
2007-10-02,1201.5854258837053
2007-10-03,1199.1675197365512
2007-10-04,1217.2313460052249
2007-10-05,1178.324036257146
2007-10-08,1191.6513350299792
2007-10-09,1163.5467148796283
2007-10-10,1163.9415842427325
2007-10-11,1129.2603405498294
2007-10-12,1167.0943859384727
2007-10-15,1172.2328152300904
2007-10-16,1200.222521056852
2007-10-17,1164.9357973238166
2007-10-18,1150.449444499385
2007-10-19,1095.6740269947118
2007-10-22,1167.461625705853
2007-10-23,1118.43799095019
2007-10-24,1130.1319322744648
2007-10-25,1105.3642890262765
2007-10-26,1079.0712530223698
2007-10-29,1028.4712212931292
2007-10-30,1015.506096516515
2007-10-31,1000.9175855917065
2007-11-01,984.9410298765432
2007-11-02,1004.3142735585013
2007-11-05,1006.9821662255589
2007-11-06,963.0767505123277
2007-11-07,936.9481766493229
2007-11-08,947.1857258200655
2007-11-09,963.6210096441932
2007-11-12,1012.5832501728106
2007-11-13,1027.0705818009742
2007-11-14,944.5612050774836
2007-11-15,954.1681150401236
2007-11-16,955.1485393821578
2007-11-19,974.0542071257453
2007-11-20,981.8037636415371
2007-11-21,1016.7133964162806
2007-11-23,1071.7148329720355
2007-11-27,1152.392323448984
2007-11-28,1080.6934659056192
2007-11-29,1027.7804746340125
2007-11-30,1053.216042596862
2007-12-03,1057.1553398993517
2007-12-04,1133.7960622614817
2007-12-05,1083.3067923857097
2007-12-06,1090.2341907925666
2007-12-07,1030.6753383236392
2007-12-10,1035.8356306633968
2007-12-11,1002.858022716329
2007-12-12,1010.9128430265905
2007-12-13,1049.6422825863397
2007-12-14,1085.821495537916
2007-12-17,1117.3814485354135
2007-12-19,1087.3849948245022
2007-12-20,1093.026480226669
2007-12-21,1087.2354874479602
2007-12-24,1095.3096208832962
2007-12-27,1022.6855044028149
2007-12-28,1028.9444645751823
2007-12-31,1021.3304961392996
2008-01-02,1005.9883663285956
2008-01-03,968.4170621655899
2008-01-04,964.7299312272548
2008-01-07,978.9178563971824
2008-01-08,937.1692108012879
2008-01-09,983.6465573800973
2008-01-10,971.197512154903
2008-01-11,931.7946790842326
2008-01-14,900.9509193152776
2008-01-15,920.9482619035914
2008-01-16,957.0724714560113
2008-01-17,943.076074253106
2008-01-18,974.4974817200077
2008-01-22,976.2904337878917
2008-01-23,1019.2425523396404
2008-01-24,973.6279759955808
2008-01-25,956.9802874310698
2008-01-28,968.8774985142045
2008-01-29,955.412131023316
2008-01-30,958.7113449666059
2008-01-31,927.8380474888116
2008-02-01,942.7651309370541
2008-02-04,909.8117962203761
2008-02-05,916.3378414585563
2008-02-06,893.542606472969
2008-02-07,917.0550559383057
2008-02-08,913.0334860324722
2008-02-11,916.6563133279341
2008-02-12,887.0453815693967
2008-02-13,902.9289889733132
2008-02-14,896.4219426259981
2008-02-15,902.4033725452163
2008-02-19,867.826751916924
2008-02-20,873.8152701246944
2008-02-21,816.0318664823676
2008-02-22,820.6715562954748
2008-02-25,822.2806414899981
2008-02-26,797.7056277099493
2008-02-27,757.89721823376
2008-02-28,773.8617220839972
2008-02-29,760.5969381934096
2008-03-03,750.6738794570781
2008-03-04,752.8217512600605
2008-03-05,740.021081064803
2008-03-06,717.6004603501849
2008-03-07,753.1766030323922
2008-03-10,762.6375103649104
2008-03-11,795.454308680068
2008-03-12,753.2199375375056
2008-03-13,788.2708723693607
2008-03-14,788.7288544319298
2008-03-17,809.3086982630906
2008-03-18,790.1979546820086
2008-03-19,778.6569951124828
2008-03-20,867.0199299095551
2008-03-24,884.3498096485159
2008-03-25,881.3382469708805
2008-03-26,862.9572591727608
2008-03-27,849.55902715872
2008-03-28,862.881019798249
2008-03-31,869.4926985817558
2008-04-02,866.5643234065267
2008-04-03,861.6816251887379
2008-04-04,831.4815213443264
2008-04-07,813.1307879595348
2008-04-08,811.724441299412
2008-04-09,792.8056103445264
2008-04-10,771.2047661137732
2008-04-11,766.9457180625216
2008-04-14,761.9967617916992
2008-04-15,766.6872889783764
2008-04-16,762.2930497311304
2008-04-17,747.6040054817112
2008-04-18,757.592513493157
2008-04-21,768.0675718290655
2008-04-22,740.1995786393361
2008-04-23,746.7417055314797
2008-04-24,769.5578823621839
2008-04-25,775.003671663389
2008-04-28,789.5956068352707
2008-04-29,841.8140586158954
2008-04-30,752.2065588195896
2008-05-02,741.142195841103
2008-05-05,764.7108140660449
2008-05-06,773.1994053938012
2008-05-07,779.5911407454261
2008-05-08,790.7046945410353
2008-05-09,816.3114199019119
2008-05-12,815.7567803071819
2008-05-13,757.485672222622
2008-05-14,761.2538661112998
2008-05-15,762.9804249919773
2008-05-16,741.721359636401
2008-05-19,746.1108973227299
2008-05-20,758.4514120332522
2008-05-21,736.809712622164
2008-05-22,750.075339171769
2008-05-23,734.1305288467304
2008-05-27,771.4495240725913
2008-05-28,773.8951967583572
2008-05-29,734.3055713757644
2008-05-30,699.9131043267304
2008-06-02,703.8488939979086
2008-06-03,683.9012259528635
2008-06-04,699.7330074977542
2008-06-05,714.251705190979
2008-06-06,685.5497833767255
2008-06-09,671.4560545687222
2008-06-10,703.5118485689595
2008-06-11,697.2340398308145
2008-06-12,686.66863470683
2008-06-13,690.5917099547847
2008-06-16,679.1998638451328
2008-06-17,656.295599248441
2008-06-18,644.2740887753018
2008-06-19,632.3398908082396
2008-06-20,622.3871342723888
2008-06-23,642.0786034143981
2008-06-24,622.5627766132319
2008-06-25,619.275338553029
2008-06-26,594.1964270887468
2008-06-27,605.9508396092115
2008-06-30,593.0380122335822
2008-07-02,592.5272483485347
2008-07-03,586.7725867240987
2008-07-07,585.6099918088152
2008-07-08,615.2159497849862
2008-07-09,601.8705228945843
2008-07-10,603.4282395090964
2008-07-11,589.1535075705137
2008-07-14,564.1028587391772
2008-07-15,558.5361688013941
2008-07-16,577.8837723492317
2008-07-17,572.8970813142905
2008-07-18,580.8406531858044
2008-07-21,566.9583592176369
2008-07-22,576.883689304895
2008-07-23,577.5168398804516
2008-07-24,562.6731043928448
2008-07-25,550.2340941764567
2008-07-28,542.580142407803
2008-07-29,555.8623605659683
2008-07-30,545.5828791681463
2008-07-31,545.7370843703802
2008-08-26,661.9147603114911
2008-08-27,639.6042023913897
2008-08-28,649.2822681725581
2008-08-29,658.624927118107
2008-09-02,689.9082965778543
2008-09-03,717.0927276420787
2008-09-04,736.5615682589798
2008-09-05,803.950390709051
2008-09-08,833.7347742631354
2008-09-09,839.6094725441836
2008-09-10,893.9823893032095
2008-09-11,980.6846466522954
2008-09-12,910.2879501298953
2008-09-15,909.4832510577485
2008-09-16,977.8337059223196
2008-09-17,1049.676166136259
2008-09-18,1154.4444434702948
2008-09-19,981.9090779809071
2008-09-22,911.9772445241106
2008-09-23,922.0400038387602
2008-09-24,987.9234228878707
2008-09-25,982.7931670583838
2008-09-26,1024.3412324769672
2008-09-29,1077.090472612023
2008-09-30,1151.3319126988622
2008-10-01,1164.3025923793687
2008-10-02,1275.8939631192147
2008-10-03,1341.602684022025
2008-10-06,1536.9072084066943
2008-10-07,1639.706181102296
2008-10-08,2353.2098427825963
2008-10-09,1405.7724167376023
2008-10-10,1645.4364800174474
2008-10-13,1506.6292209542191
2008-10-14,1223.6916219781106
2008-10-15,1310.9705287978227
2008-10-16,1550.3972635512746
2008-10-17,1241.226721194074
2008-10-20,1408.209948762621
2008-10-21,1533.332584864347
2008-10-22,2073.0663835414357
2008-10-23,1778.7047053259048
2008-10-24,1701.3147421675192
2008-10-27,1508.7486780389472
2008-10-28,1485.3888006046095
2008-10-29,1337.9342783061418
2008-10-30,1279.896385920999
2008-10-31,1361.9769483260714
2008-11-03,1425.221144830864
2008-11-04,1398.375712728583
2008-11-05,1390.2600335684363
2008-11-06,1375.2484730311598
2008-11-07,1446.6409453570154
2008-11-10,1367.4411884149138
2008-11-11,1458.5989749750368
2008-11-12,1545.1251944596754
2008-11-13,1799.9537747440738
2008-11-14,1548.3720170588906
2008-11-17,1600.4397320925468
2008-11-18,1619.035634305943
2008-11-19,1774.3730679853677
2008-11-20,1666.6638644133009
2008-11-21,1935.0983917745493
2008-11-24,1655.6123191980416
2008-11-25,1606.8470689695866
2008-11-26,1682.3080273207966
2008-11-28,1699.5669861716965
2008-12-01,1806.0667527281846
2008-12-02,1821.7737432449203
2008-12-03,1922.3026811373522
2008-12-04,2166.2676953361424
2008-12-05,2772.8721147552396
2008-12-08,2631.446283104322
2008-12-09,2286.8018126486704
2008-12-10,2110.1158964781844
2008-12-11,1609.0037927452538
2008-12-12,1972.4653355825094
2008-12-15,1822.171014815319
2008-12-16,1926.1557769793394
2008-12-17,1917.3965755009008
2008-12-18,1967.3475265517443
2008-12-19,2042.005033134772
2008-12-22,1974.660601845129
2008-12-23,1849.681733374355
2008-12-24,1860.415702403819
2008-12-26,1871.1487779968206
2008-12-29,1941.3381685045604
2008-12-30,1903.1177419804358
2008-12-31,1930.283515629682
2009-01-02,1951.0854720953373
2009-01-05,1643.3512291750471
2009-01-06,1434.8052177614834
2009-01-07,1481.086166952075
2009-01-08,1605.7986559017438
2009-01-09,1653.8690518736219
2009-01-12,1698.9498939359141
2009-01-13,1632.160251128297
2009-01-14,1746.7255694912342
2009-01-15,1801.0157849518444
2009-01-16,1715.3190698089365
2009-01-20,1689.5769702225807
2009-01-21,1736.1793078933347
2009-01-22,1698.9618306374055
2009-01-23,1706.0561293375833
2009-01-26,1611.5786969162314
2009-01-27,1637.173139534008
2009-01-28,1604.734332101055
2009-01-29,1560.9290227824627
2009-01-30,1592.954891077738
2009-02-02,1815.5817619909274
2009-02-03,1739.4055247244041
2009-02-04,1671.3512345627576
2009-02-05,1705.4375164909527
2009-02-06,1661.853594027049
2009-02-09,1603.7042501690291
2009-02-10,1599.7529001680373
2009-02-11,1598.6890216193576
2009-02-12,1675.3300496865966
2009-02-13,1572.00615184913
2009-02-17,1668.462238281078
2009-02-18,1764.4182209398673
2009-02-19,1758.2580806448586
2009-02-20,1853.8974207095985
2009-02-23,1753.416582404351
2009-02-24,1832.1601782447058
2009-02-25,1851.5318573572806
2009-02-26,1673.9587756313392
2009-02-27,1707.491415029362
2009-03-02,1826.0154152252849
2009-03-03,1818.263709917981
2009-03-04,1662.2814253773738
2009-03-05,1613.2938806884647
2009-03-06,1600.9381324124527
2009-03-09,1563.0034803548367
2009-03-10,1595.9528241688859
