Date,KNCR11.SA
2015-05-06,64.62926483154297
2015-05-07,64.59917449951172
2015-05-08,64.65934753417969
2015-05-11,64.68943786621094
2015-05-12,64.68943786621094
2015-05-13,64.34037780761719
2015-05-14,64.99032592773438
2015-05-15,64.03955078125
2015-05-18,64.3885498046875
2015-05-19,64.26819610595703
2015-05-20,64.08767700195312
2015-05-21,64.2080307006836
2015-05-22,64.37051391601562
2015-05-25,64.08767700195312
2015-05-26,64.3885498046875
2015-05-27,63.93724060058594
2015-05-28,64.09370422363281
2015-05-29,64.3885498046875
2015-06-01,64.3885498046875
2015-06-02,64.07565307617188
2015-06-03,64.69544982910156
2015-06-05,64.86996459960938
2015-06-08,64.68943786621094
2015-06-09,64.62323760986328
2015-06-10,63.907142639160156
2015-06-11,63.96731948852539
2015-06-12,64.22005462646484
2015-06-15,63.93724060058594
2015-06-16,63.907142639160156
2015-06-17,64.01544952392578
2015-06-18,64.62323760986328
2015-06-19,64.23210906982422
2015-06-22,64.3885498046875
2015-06-23,63.79280471801758
2015-06-24,64.44872283935547
2015-06-25,64.14781951904297
2015-06-26,64.53898620605469
2015-06-29,63.7988395690918
2015-06-30,63.81687927246094
2015-07-01,63.04060363769531
2015-07-02,63.25725173950195
2015-07-03,63.726600646972656
2015-07-06,63.269283294677734
2015-07-07,63.48589324951172
2015-07-08,63.1910514831543
2015-07-10,63.18502426147461
2015-07-13,63.06467056274414
2015-07-14,63.06467056274414
2015-07-15,63.070682525634766
2015-07-16,63.3294792175293
2015-07-17,63.25725173950195
2015-07-20,63.48589324951172
2015-07-21,63.60627746582031
2015-07-22,64.3885498046875
2015-07-23,64.96625518798828
2015-07-24,65.29117584228516
2015-07-27,65.30323791503906
2015-07-28,65.35140228271484
2015-07-29,65.6522445678711
2015-07-30,65.85084533691406
2015-07-31,65.77262115478516
2015-08-03,65.47173309326172
2015-08-04,65.56201934814453
2015-08-05,66.04339599609375
2015-08-06,66.17578887939453
2015-08-07,65.59208679199219
2015-08-10,65.71244049072266
2015-08-11,66.37439727783203
2015-08-12,66.37439727783203
2015-08-13,66.79559326171875
2015-08-14,66.79559326171875
2015-08-17,66.79559326171875
2015-08-18,66.79559326171875
2015-08-19,66.79559326171875
2015-08-20,66.19384002685547
2015-08-21,66.79559326171875
2015-08-24,66.19384002685547
2015-08-25,66.29012298583984
2015-08-26,66.25402069091797
2015-08-27,67.39739227294922
2015-08-28,67.8547134399414
2015-08-31,69.2026596069336
2015-09-01,67.69825744628906
2015-09-02,66.79559326171875
2015-09-03,67.39739227294922
2015-09-04,67.93894958496094
2015-09-08,67.5177001953125
2015-09-09,67.93894958496094
2015-09-10,68.30001068115234
2015-09-11,66.94603729248047
2015-09-14,67.45756530761719
2015-09-15,66.4947280883789
2015-09-16,68.00513458251953
2015-09-17,67.99913787841797
2015-09-18,67.69825744628906
2015-09-21,66.18782806396484
2015-09-22,64.68943786621094
2015-09-23,64.08767700195312
2015-09-24,64.3885498046875
2015-09-25,65.71244049072266
2015-09-28,64.3885498046875
2015-09-29,64.24414825439453
2015-09-30,65.1407699584961
2015-10-01,66.3442611694336
2015-10-02,65.89295959472656
2015-10-05,64.32836151123047
2015-10-06,64.08767700195312
2015-10-07,65.57401275634766
2015-10-08,64.3885498046875
2015-10-09,65.5860366821289
2015-10-13,64.98430633544922
2015-10-14,64.99032592773438
2015-10-15,63.21510696411133
2015-10-16,64.98430633544922
2015-10-19,64.99032592773438
2015-10-20,64.68338775634766
2015-10-21,65.59208679199219
2015-10-22,66.76551055908203
2015-10-23,65.74250793457031
2015-10-26,66.79559326171875
2015-10-27,66.4947280883789
2015-10-28,66.94002532958984
2015-10-29,66.94603729248047
2015-10-30,67.09647369384766
2015-11-03,67.24693298339844
2015-11-04,66.55488586425781
2015-11-05,66.37439727783203
2015-11-06,66.08551788330078
2015-11-09,66.04940032958984
2015-11-10,66.1156234741211
2015-11-11,66.70533752441406
2015-11-12,65.61012268066406
2015-11-13,65.61012268066406
2015-11-16,66.78958129882812
2015-11-17,66.13970184326172
2015-11-18,66.19384002685547
2015-11-19,65.85686492919922
2015-11-23,66.48871612548828
2015-11-24,66.79559326171875
2015-11-25,67.09647369384766
2015-11-26,66.35031127929688
2015-11-27,67.39739227294922
2015-11-30,69.19662475585938
2015-12-01,66.78958129882812
2015-12-02,68.6008529663086
2015-12-03,67.99312591552734
2015-12-04,68.05929565429688
2015-12-07,67.40937805175781
2015-12-08,67.99913787841797
2015-12-09,68.05929565429688
2015-12-10,67.71027374267578
2015-12-11,67.69825744628906
2015-12-14,67.69825744628906
2015-12-15,67.1085205078125
2015-12-16,66.19384002685547
2015-12-17,64.3885498046875
2015-12-18,64.62926483154297
2015-12-21,64.56908416748047
2015-12-22,64.86996459960938
2015-12-23,65.59208679199219
2015-12-28,66.4646224975586
2015-12-29,66.76551055908203
2015-12-30,65.50179290771484
2016-01-04,64.3885498046875
2016-01-05,64.08767700195312
2016-01-06,64.97828674316406
2016-01-07,64.3885498046875
2016-01-08,64.42462921142578
2016-01-11,64.3885498046875
2016-01-12,64.99632263183594
2016-01-13,64.99032592773438
2016-01-14,64.39456176757812
2016-01-15,64.80979919433594
2016-01-18,64.69544982910156
2016-01-19,63.79280471801758
2016-01-20,63.786781311035156
2016-01-21,63.786781311035156
2016-01-22,63.48589324951172
2016-01-26,63.666446685791016
2016-01-27,63.33546447753906
2016-01-28,63.33546447753906
2016-01-29,63.40766143798828
2016-02-01,63.1910514831543
2016-02-02,63.18502426147461
2016-02-03,63.3956413269043
2016-02-04,63.251197814941406
2016-02-05,63.36557388305664
2016-02-10,64.03955078125
2016-02-11,63.36557388305664
2016-02-12,63.79280471801758
2016-02-15,63.786781311035156
2016-02-16,64.08767700195312
2016-02-17,64.1779556274414
2016-02-18,64.08767700195312
2016-02-19,64.08767700195312
2016-02-22,64.0816421508789
2016-02-23,63.48589324951172
2016-02-24,63.251197814941406
2016-02-25,63.786781311035156
2016-02-26,63.786781311035156
2016-02-29,64.09971618652344
2016-03-01,63.30537796020508
2016-03-02,63.786781311035156
2016-03-03,63.09474563598633
2016-03-04,63.18502426147461
2016-03-07,63.786781311035156
2016-03-08,63.48589324951172
2016-03-09,63.786781311035156
2016-03-10,64.62926483154297
2016-03-11,64.39456176757812
2016-03-14,63.93724060058594
2016-03-15,64.62323760986328
2016-03-16,64.62926483154297
2016-03-17,65.2972183227539
2016-03-18,65.5860366821289
2016-03-21,64.80979919433594
2016-03-22,65.5860366821289
2016-03-23,65.56201934814453
2016-03-24,65.89295959472656
2016-03-28,66.10355377197266
2016-03-29,66.48871612548828
2016-03-30,66.79559326171875
2016-03-31,66.79559326171875
2016-04-01,66.48268127441406
2016-04-04,66.13368225097656
2016-04-05,65.6522445678711
2016-04-06,65.6522445678711
2016-04-07,65.89897918701172
2016-04-08,66.4947280883789
2016-04-11,65.59810638427734
2016-04-12,67.10250091552734
2016-04-13,66.79559326171875
2016-04-14,66.79559326171875
2016-04-15,66.79559326171875
2016-04-18,67.09647369384766
2016-04-19,66.8316879272461
2016-04-20,67.09647369384766
2016-04-22,67.39739227294922
2016-04-25,68.5948715209961
2016-04-26,68.6008529663086
2016-04-27,68.54070281982422
2016-04-28,67.99913787841797
2016-04-29,67.68019104003906
2016-05-02,65.59208679199219
2016-05-03,66.19384002685547
2016-05-04,64.99632263183594
2016-05-05,66.19384002685547
2016-05-06,66.19384002685547
2016-05-09,66.19384002685547
2016-05-10,66.19384002685547
2016-05-11,66.19384002685547
2016-05-12,66.8677978515625
2016-05-13,65.97119903564453
2016-05-16,67.39134979248047
2016-05-17,68.31806182861328
2016-05-18,68.30001068115234
2016-05-19,67.39739227294922
2016-05-20,68.30001068115234
2016-05-23,67.09647369384766
2016-05-24,67.09647369384766
2016-05-25,67.10250091552734
2016-05-27,68.25186920166016
2016-05-30,67.69825744628906
2016-05-31,68.2398452758789
2016-06-01,67.39739227294922
2016-06-02,67.56584930419922
2016-06-03,67.93894958496094
2016-06-06,67.68621063232422
2016-06-07,65.65826416015625
2016-06-08,66.79559326171875
2016-06-09,66.4947280883789
2016-06-10,66.26604461669922
2016-06-13,66.61508178710938
2016-06-14,66.4947280883789
2016-06-15,66.19384002685547
2016-06-16,65.59810638427734
2016-06-17,65.71244049072266
2016-06-20,65.89295959472656
2016-06-21,65.83277130126953
2016-06-22,65.83277130126953
2016-06-23,65.71244049072266
2016-06-24,65.83277130126953
2016-06-27,65.59208679199219
2016-06-28,66.37439727783203
2016-06-29,65.2611083984375
2016-06-30,65.59208679199219
2016-07-01,65.42961120605469
2016-07-04,64.90003967285156
2016-07-05,65.4115219116211
2016-07-06,65.4115219116211
2016-07-07,65.4115219116211
2016-07-08,65.41758728027344
2016-07-11,65.55598449707031
2016-07-12,65.30323791503906
2016-07-13,65.59208679199219
2016-07-14,65.57401275634766
2016-07-15,64.99032592773438
2016-07-18,64.86996459960938
2016-07-19,65.2791748046875
2016-07-20,66.0373764038086
2016-07-21,65.35140228271484
2016-07-22,65.77262115478516
2016-07-25,65.2972183227539
2016-07-26,65.59208679199219
2016-07-27,65.71244049072266
2016-07-28,65.29117584228516
2016-07-29,65.23104095458984
2016-08-01,64.93016052246094
2016-08-02,64.86996459960938
2016-08-03,65.11065673828125
2016-08-04,65.1407699584961
2016-08-05,65.83277130126953
2016-08-08,67.09647369384766
2016-08-09,67.39739227294922
2016-08-10,67.39739227294922
2016-08-11,67.09647369384766
2016-08-12,66.4947280883789
2016-08-15,66.19384002685547
2016-08-16,66.4947280883789
2016-08-17,65.47772216796875
2016-08-18,66.79559326171875
2016-08-19,66.79559326171875
2016-08-22,66.38038635253906
2016-08-23,66.41648864746094
2016-08-24,66.60905456542969
2016-08-25,67.09647369384766
2016-08-26,67.09647369384766
2016-08-29,67.99913787841797
2016-08-30,68.0532455444336
2016-08-31,68.30001068115234
2016-09-01,67.39739227294922
2016-09-02,67.99913787841797
2016-09-05,67.99913787841797
2016-09-06,67.99312591552734
2016-09-08,67.69825744628906
2016-09-09,67.5718994140625
2016-09-12,68.00513458251953
2016-09-13,67.99913787841797
2016-09-14,67.87879943847656
2016-09-15,67.28904724121094
2016-09-16,67.39739227294922
2016-09-19,68.29399871826172
2016-09-20,68.19770812988281
2016-09-21,68.00513458251953
2016-09-22,68.11946868896484
2016-09-23,68.00513458251953
2016-09-26,67.99913787841797
2016-09-27,68.5948715209961
2016-09-28,68.5948715209961
2016-09-29,68.83558654785156
2016-09-30,68.30001068115234
2016-10-03,68.023193359375
2016-10-04,68.48052978515625
2016-10-05,68.1796646118164
2016-10-06,68.36019134521484
2016-10-07,68.11946868896484
2016-10-10,68.6008529663086
2016-10-11,68.11946868896484
2016-10-13,68.05929565429688
2016-10-14,68.84160614013672
2016-10-17,68.90176391601562
2016-10-18,68.45044708251953
2016-10-19,69.44335174560547
2016-10-20,69.2026596069336
2016-10-21,69.32301330566406
2016-10-24,68.6008529663086
2016-10-25,68.6008529663086
2016-10-26,69.11238098144531
2016-10-27,69.50353240966797
2016-10-28,69.50353240966797
2016-10-31,70.34600067138672
2016-11-01,69.78034973144531
2016-11-03,69.2808609008789
2016-11-04,69.43733978271484
2016-11-07,69.2026596069336
2016-11-08,69.29291534423828
2016-11-09,69.08230590820312
2016-11-10,68.90777587890625
2016-11-11,69.14244842529297
2016-11-14,69.2026596069336
2016-11-16,68.75132751464844
2016-11-17,68.6069107055664
2016-11-18,69.1304702758789
2016-11-21,68.84160614013672
2016-11-22,69.2026596069336
2016-11-23,68.90176391601562
2016-11-24,69.26282501220703
2016-11-25,69.65393829345703
2016-11-28,69.49147033691406
2016-11-29,70.34600067138672
2016-11-30,70.6950454711914
2016-12-01,69.50353240966797
2016-12-02,70.40617370605469
2016-12-05,69.5516586303711
2016-12-06,69.5636978149414
2016-12-07,69.50353240966797
2016-12-08,69.80442810058594
2016-12-09,69.79838562011719
2016-12-12,70.39413452148438
2016-12-13,69.05220794677734
2016-12-14,69.06424713134766
2016-12-15,68.90176391601562
2016-12-16,69.2026596069336
2016-12-19,68.46249389648438
2016-12-20,68.52267456054688
2016-12-21,69.14244842529297
2016-12-22,68.90176391601562
2016-12-23,69.07025146484375
2016-12-26,68.57080841064453
2016-12-27,68.30001068115234
2016-12-28,68.30001068115234
2016-12-29,68.30001068115234
2017-01-02,68.13151550292969
2017-01-03,68.48052978515625
2017-01-04,67.69825744628906
2017-01-05,66.79559326171875
2017-01-06,66.78357696533203
2017-01-09,65.65826416015625
2017-01-10,65.59208679199219
2017-01-11,64.93016052246094
2017-01-12,64.7917251586914
2017-01-13,64.82183074951172
2017-01-16,64.99032592773438
2017-01-17,64.58109283447266
2017-01-18,65.29117584228516
2017-01-19,65.52589416503906
2017-01-20,65.29117584228516
2017-01-23,65.83277130126953
2017-01-24,65.94712829589844
2017-01-26,65.89897918701172
2017-01-27,66.18181610107422
2017-01-30,66.18181610107422
2017-01-31,65.59208679199219
2017-02-01,65.29117584228516
2017-02-02,64.68943786621094
2017-02-03,64.99032592773438
2017-02-06,65.87490844726562
2017-02-07,65.83277130126953
2017-02-08,66.16376495361328
2017-02-09,65.59810638427734
2017-02-10,65.59208679199219
2017-02-13,65.44166564941406
2017-02-14,66.12763977050781
2017-02-15,66.10355377197266
2017-02-16,66.67524719238281
2017-02-17,66.18782806396484
2017-02-20,66.4947280883789
2017-02-21,66.19384002685547
2017-02-22,67.03631591796875
2017-02-23,66.79559326171875
2017-02-24,67.84867858886719
2017-03-01,67.09647369384766
2017-03-02,66.29012298583984
2017-03-03,66.3442611694336
2017-03-06,65.70040893554688
2017-03-07,66.4947280883789
2017-03-08,66.78958129882812
2017-03-09,65.74250793457031
2017-03-10,65.29117584228516
2017-03-13,65.28519439697266
2017-03-14,65.08059692382812
2017-03-15,64.3885498046875
2017-03-16,64.68943786621094
2017-03-17,64.42462921142578
2017-03-20,64.85191345214844
2017-03-21,64.86996459960938
2017-03-22,65.20091247558594
2017-03-23,64.47280883789062
2017-03-24,64.93016052246094
2017-03-27,64.65934753417969
2017-03-28,64.48482513427734
2017-03-29,64.3885498046875
2017-03-30,64.29828643798828
2017-03-31,64.53898620605469
2017-04-03,63.87704086303711
2017-04-04,63.96731948852539
2017-04-05,63.7988395690918
2017-04-06,63.774757385253906
2017-04-07,64.26819610595703
2017-04-10,64.3885498046875
2017-04-11,64.2080307006836
2017-04-12,65.2611083984375
2017-04-13,64.68943786621094
2017-04-17,64.7977523803711
2017-04-18,64.59917449951172
2017-04-19,64.59917449951172
2017-04-20,64.59917449951172
2017-04-24,64.65934753417969
2017-04-25,64.68338775634766
2017-04-26,64.56908416748047
2017-04-27,64.74961853027344
2017-04-28,64.87598419189453
2017-05-02,64.68943786621094
2017-05-03,65.7063980102539
2017-05-04,64.93016052246094
2017-05-05,65.83277130126953
2017-05-08,65.29117584228516
2017-05-09,65.29117584228516
2017-05-10,65.36943817138672
2017-05-11,65.56201934814453
2017-05-12,65.56201934814453
2017-05-15,65.45968627929688
2017-05-16,65.48977661132812
2017-05-17,65.4115219116211
2017-05-18,64.3885498046875
2017-05-19,64.62323760986328
2017-05-22,64.62926483154297
2017-05-23,64.3885498046875
2017-05-24,64.14781951904297
2017-05-25,64.23811340332031
2017-05-26,64.3885498046875
2017-05-29,64.3885498046875
2017-05-30,64.68943786621094
2017-05-31,64.08767700195312
2017-06-01,63.666446685791016
2017-06-02,65.52589416503906
2017-06-05,64.53898620605469
2017-06-06,64.47280883789062
2017-06-07,64.1177749633789
2017-06-08,64.53898620605469
2017-06-09,64.93016052246094
2017-06-12,64.9361801147461
2017-06-13,64.92411804199219
2017-06-14,64.74961853027344
2017-06-15,64.74961853027344
2017-06-16,64.37051391601562
2017-06-19,64.65934753417969
2017-06-20,64.56908416748047
2017-06-21,64.56908416748047
2017-06-22,64.80378723144531
2017-06-23,64.56908416748047
2017-06-26,64.3885498046875
2017-06-27,63.96731948852539
2017-06-28,63.281307220458984
2017-06-29,63.93724060058594
2017-06-30,64.62926483154297
2017-07-03,63.5580940246582
2017-07-04,62.72768020629883
2017-07-05,61.43992614746094
2017-07-06,62.22221374511719
2017-07-07,62.16202926635742
2017-07-10,62.11990737915039
2017-07-11,61.75886154174805
2017-07-12,61.40382766723633
2017-07-13,60.95853805541992
2017-07-14,61.56027603149414
2017-07-17,60.820098876953125
2017-07-18,61.722755432128906
2017-07-19,61.680633544921875
2017-07-20,62.51707077026367
2017-07-21,62.54111862182617
2017-07-24,62.7036018371582
2017-07-25,62.03567886352539
2017-07-26,62.49901580810547
2017-07-27,62.7036018371582
2017-07-28,63.03458786010742
2017-07-31,63.588199615478516
2017-08-01,62.601314544677734
2017-08-02,62.49301528930664
2017-08-03,63.41368103027344
2017-08-04,62.884159088134766
2017-08-07,63.455833435058594
2017-08-08,63.48589324951172
2017-08-09,63.59419631958008
2017-08-10,63.36557388305664
2017-08-11,62.87815475463867
2017-08-14,61.969478607177734
2017-08-15,62.22221374511719
2017-08-16,62.432830810546875
2017-08-17,62.57124710083008
2017-08-18,61.95741653442383
2017-08-21,61.98149490356445
2017-08-22,62.10185241699219
2017-08-23,62.10185241699219
2017-08-24,62.342586517333984
2017-08-25,62.22221374511719
2017-08-28,62.5832633972168
2017-08-29,62.64946365356445
2017-08-30,62.7216682434082
2017-08-31,62.62540817260742
2017-09-01,62.1319465637207
2017-09-04,61.987518310546875
2017-09-05,62.72768020629883
2017-09-06,62.38468551635742
2017-09-07,62.38468551635742
2017-09-08,62.2161750793457
2017-09-11,62.2161750793457
2017-09-12,62.10185241699219
2017-09-13,62.52309036254883
2017-09-14,62.5832633972168
2017-09-15,62.70964813232422
2017-09-18,62.82394790649414
2017-09-19,62.67354202270508
2017-09-20,62.7036018371582
2017-09-21,62.67354202270508
2017-09-22,62.799896240234375
2017-09-25,62.7216682434082
2017-09-26,62.87815475463867
2017-09-27,62.884159088134766
2017-09-28,62.82394790649414
2017-09-29,62.96236038208008
2017-10-02,62.39672088623047
2017-10-03,62.49301528930664
2017-10-04,62.20415115356445
2017-10-05,61.99352264404297
2017-10-06,61.80098342895508
2017-10-09,61.680633544921875
2017-10-10,61.590362548828125
2017-10-11,61.90328598022461
2017-10-12,61.90328598022461
2017-10-13,61.951419830322266
2017-10-16,61.49406051635742
2017-10-17,61.205230712890625
2017-10-18,61.295509338378906
2017-10-19,61.37974548339844
2017-10-20,61.006629943847656
2017-10-23,60.77799606323242
2017-10-24,60.820098876953125
2017-10-25,61.187164306640625
2017-10-26,61.23532485961914
2017-10-27,61.37371826171875
2017-10-30,61.37974548339844
2017-10-31,61.07884216308594
2017-11-01,60.882659912109375
2017-11-02,60.882659912109375
2017-11-03,60.75544738769531
2017-11-06,60.75544738769531
2017-11-07,61.17340087890625
2017-11-08,61.088623046875
2017-11-09,60.76150131225586
2017-11-10,61.034095764160156
2017-11-13,61.185543060302734
2017-11-14,61.36725616455078
2017-11-15,61.36725616455078
2017-11-16,61.48231506347656
2017-11-17,61.78520584106445
2017-11-20,61.78520584106445
2017-11-21,62.20317077636719
2017-11-22,61.48231506347656
2017-11-23,61.633766174316406
2017-11-24,61.79126739501953
2017-11-27,61.2763786315918
2017-11-28,61.3612174987793
2017-11-29,61.59135818481445
2017-11-30,61.79732894897461
2017-12-01,61.795066833496094
2017-12-04,61.923072814941406
2017-12-05,61.868221282958984
2017-12-06,61.947471618652344
2017-12-07,62.04497528076172
2017-12-08,61.916961669921875
2017-12-11,61.569580078125
2017-12-12,61.64881134033203
2017-12-13,62.34971618652344
2017-12-14,62.319236755371094
2017-12-15,62.166866302490234
2017-12-18,62.2582893371582
2017-12-19,61.84993362426758
2017-12-20,61.947471618652344
2017-12-21,61.70975112915039
2017-12-22,61.44767379760742
2017-12-25,61.44767379760742
2017-12-26,62.70928955078125
2017-12-27,62.70928955078125
2017-12-28,62.7519416809082
2017-12-29,62.7519416809082
2018-01-02,62.40456771850586
2018-01-03,62.166866302490234
2018-01-04,62.617855072021484
2018-01-05,62.227813720703125
2018-01-08,62.27655792236328
2018-01-09,62.593505859375
2018-01-10,62.703208923339844
2018-01-11,62.922611236572266
2018-01-12,63.519893646240234
2018-01-15,63.68448257446289
2018-01-16,63.8734130859375
2018-01-17,63.8734130859375
2018-01-18,64.39755249023438
2018-01-19,63.99528503417969
2018-01-22,63.98310470581055
2018-01-23,63.99528503417969
2018-01-24,64.17815399169922
2018-01-25,64.17815399169922
2018-01-26,64.84856414794922
2018-01-29,64.87905883789062
2018-01-30,64.66571044921875
2018-01-31,65.21426391601562
2018-02-01,64.1171875
2018-02-02,63.99528503417969
2018-02-05,64.01356506347656
2018-02-06,64.59259033203125
2018-02-07,64.16596221923828
2018-02-08,64.42195129394531
2018-02-09,64.23908233642578
2018-02-14,64.1171875
2018-02-15,64.01356506347656
2018-02-16,64.1171875
2018-02-19,64.00749206542969
2018-02-20,64.1171875
2018-02-21,64.08063507080078
2018-02-22,64.16596221923828
2018-02-23,64.1537857055664
2018-02-26,64.07453918457031
2018-02-27,64.08672332763672
2018-02-28,64.37928009033203
2018-03-01,64.1171875
2018-03-02,63.38581848144531
2018-03-05,63.17860794067383
2018-03-06,63.36754608154297
2018-03-07,63.99528503417969
2018-03-08,63.66007995605469
2018-03-09,63.86730194091797
2018-03-12,64.4828872680664
2018-03-13,64.39146423339844
2018-03-14,64.2330093383789
2018-03-15,64.14158630371094
2018-03-16,64.18424224853516
2018-03-19,64.22687530517578
2018-03-20,64.3000259399414
2018-03-21,64.29393768310547
2018-03-22,64.29393768310547
2018-03-23,64.3000259399414
2018-03-26,64.23908233642578
2018-03-27,64.31830596923828
2018-03-28,64.29393768310547
2018-03-29,64.39755249023438
2018-04-02,63.90385818481445
2018-04-03,63.83073043823242
2018-04-04,63.940433502197266
2018-04-05,63.99528503417969
2018-04-06,64.50724792480469
2018-04-09,64.45238494873047
2018-04-10,64.2086181640625
2018-04-11,64.42195129394531
2018-04-12,64.2147216796875
2018-04-13,64.0318832397461
2018-04-16,64.10502624511719
2018-04-17,64.10502624511719
2018-04-18,63.90385818481445
2018-04-19,63.90385818481445
2018-04-20,63.897789001464844
2018-04-23,63.8734130859375
2018-04-24,63.842933654785156
2018-04-25,63.75761032104492
2018-04-26,63.9648323059082
2018-04-27,63.842933654785156
