Date,IRFM11.SA
2023-04-05,72.5
2023-04-06,72.36000061035156
2023-04-10,72.48999786376953
2023-04-11,72.7300033569336
2023-04-12,72.73999786376953
2023-04-13,72.88999938964844
2023-04-14,72.88999938964844
2023-04-17,72.91999816894531
2023-04-18,72.83999633789062
2023-04-19,72.5999984741211
2023-04-20,72.80999755859375
2023-04-24,72.93000030517578
2023-04-25,73.0199966430664
2023-04-26,73.05999755859375
2023-04-27,73.08999633789062
2023-04-28,73.05999755859375
2023-05-02,73.11000061035156
2023-05-03,73.33999633789062
2023-05-04,73.45999908447266
2023-05-05,73.48999786376953
2023-05-08,73.55000305175781
2023-05-09,73.48999786376953
2023-05-10,73.6500015258789
2023-05-11,73.83999633789062
2023-05-12,73.9000015258789
2023-05-15,74.04000091552734
2023-05-16,73.9800033569336
2023-05-17,73.91999816894531
2023-05-18,74.02999877929688
2023-05-19,74.02999877929688
2023-05-22,74.0
2023-05-23,74.18000030517578
2023-05-24,74.2300033569336
2023-05-25,74.41000366210938
2023-05-26,74.61000061035156
2023-05-29,74.5199966430664
2023-05-30,74.68000030517578
2023-05-31,74.69999694824219
2023-06-01,74.70999908447266
2023-06-02,74.88999938964844
2023-06-05,75.1500015258789
2023-06-06,75.27999877929688
2023-06-07,75.19999694824219
2023-06-09,75.41000366210938
2023-06-12,75.5
2023-06-13,75.33000183105469
2023-06-14,75.43000030517578
2023-06-15,75.47000122070312
2023-06-16,75.44999694824219
2023-06-19,75.5999984741211
2023-06-20,75.62000274658203
2023-06-21,75.69000244140625
2023-06-22,75.70999908447266
2023-06-23,75.81999969482422
2023-06-26,76.01000213623047
2023-06-27,75.98999786376953
2023-06-28,76.0
2023-06-29,76.06999969482422
2023-06-30,76.4000015258789
2023-07-03,75.51000213623047
2023-07-04,75.41000366210938
2023-07-05,76.30000305175781
2023-07-06,76.36000061035156
2023-07-07,76.5999984741211
2023-07-10,76.54000091552734
2023-07-11,76.62000274658203
2023-07-12,76.54000091552734
2023-07-13,76.56999969482422
2023-07-14,76.41000366210938
2023-07-17,76.61000061035156
2023-07-18,76.73999786376953
2023-07-19,76.69000244140625
2023-07-20,76.54000091552734
2023-07-21,76.77999877929688
2023-07-24,76.7699966430664
2023-07-25,76.93000030517578
2023-07-26,77.0199966430664
2023-07-27,76.94999694824219
2023-07-28,76.98999786376953
2023-07-31,77.08999633789062
2023-08-01,77.0999984741211
2023-08-02,77.1500015258789
2023-08-03,77.1500015258789
2023-08-04,77.30000305175781
2023-08-07,77.23999786376953
2023-08-08,77.47000122070312
2023-08-09,77.43000030517578
2023-08-10,77.48999786376953
2023-08-11,77.58000183105469
2023-08-14,77.3499984741211
2023-08-15,77.37999725341797
2023-08-16,77.23999786376953
2023-08-17,77.19999694824219
2023-08-18,77.2699966430664
2023-08-21,77.13999938964844
2023-08-22,77.23999786376953
2023-08-23,77.5199966430664
2023-08-24,77.56999969482422
2023-08-25,77.55000305175781
2023-08-28,77.62999725341797
2023-08-29,77.69999694824219
2023-08-30,77.75
2023-08-31,77.58999633789062
