Date,AYD.F
2021-05-27,100.57022072900008
2021-05-28,99.46116409233856
2021-05-31,98.80032563751229
2021-06-01,98.62398005978775
2021-06-02,96.72943417998886
2021-06-03,93.16227439139175
2021-06-04,93.93445849165346
2021-06-07,93.58579058285522
2021-06-08,93.0958646522904
2021-06-09,92.2635864788208
2021-06-10,92.18800987862778
2021-06-11,92.38651911967463
2021-06-14,95.95740294456482
2021-06-15,95.51474715190126
2021-06-16,93.66188080178837
2021-06-17,96.20421482752226
2021-06-18,93.38997757513425
2021-06-21,93.89682443159109
2021-06-22,92.89009043379974
2021-06-23,92.75817715933225
2021-06-24,92.49383253995893
2021-06-25,94.79862512100226
2021-06-28,93.06832354324341
2021-06-29,92.78076131290436
2021-06-30,92.66940127429962
2021-07-01,95.87292305000301
2021-07-02,94.90523107258605
2021-07-05,95.49115023641207
2021-07-06,97.41458330842579
2021-07-07,97.5095516365509
2021-07-08,97.94307374966047
2021-07-09,99.14020570582578
2021-07-12,98.38699130421446
2021-07-13,97.42856723426439
2021-07-14,96.38280074333579
2021-07-15,94.76366453126911
2021-07-16,95.45313198968508
2021-07-19,95.35773764329906
2021-07-20,80.09989390025703
2021-07-21,77.08839454088593
2021-07-22,73.73845784215155
2021-07-23,77.83368110019683
2021-07-26,75.68250993489072
2021-07-27,76.2203484615784
2021-07-28,77.31335579194638
2021-07-29,78.73580121994019
2021-07-30,78.50310134887695
2021-08-02,81.25907810809713
2021-08-03,80.33474257341005
2021-08-04,80.8979178429413
2021-08-05,79.87496485809334
2021-08-06,81.52976003998947
2021-08-09,80.56191966455845
2021-08-10,80.29550541772461
2021-08-11,79.62834962024682
2021-08-12,80.2388141155625
2021-08-13,81.08928584490968
2021-08-16,81.00516168922424
2021-08-17,81.49724764743041
2021-08-18,79.32031978548048
2021-08-19,78.43071636370087
2021-08-20,82.52744738617321
2021-08-23,82.60592764203648
2021-08-24,82.3645506547432
2021-08-25,80.49139330082699
2021-08-26,80.095679682232
2021-08-27,80.6063216931152
2021-08-30,80.79603667417904
2021-08-31,80.67707689058307
2021-09-01,80.25467604066853
2021-09-02,82.23847603332523
2021-09-03,82.04100221061708
2021-09-06,82.13111664474492
2021-09-07,81.36734055777742
2021-09-08,81.63813414494325
2021-09-09,82.72507386610414
2021-09-10,80.8366158458557
2021-09-13,80.52980136871338
2021-09-14,76.3170394307708
2021-09-15,74.78526437019356
2021-09-16,75.63806986873624
2021-09-17,74.65923025662235
2021-09-20,71.77515814222717
2021-09-21,71.51841958010482
2021-09-22,68.78727321903989
2021-09-23,68.8262630502586
2021-09-24,68.45300054550171
2021-09-27,69.4655281928749
2021-09-28,69.57628599921418
2021-09-29,69.74549865722658
2021-09-30,73.70958950344084
2021-10-01,71.52596509297564
2021-10-04,70.11647924377439
2021-10-05,73.34076888401798
2021-10-06,75.28016405576318
2021-10-07,74.34464971175385
2021-10-08,73.31594920158386
2021-10-11,73.4146574582519
2021-10-12,74.41219249859614
2021-10-13,78.17098823572542
2021-10-14,78.4704263217659
2021-10-15,77.41528909064482
2021-10-18,77.12741819985966
2021-10-19,77.93129803414921
2021-10-20,81.81054115024565
2021-10-21,83.59152661654663
2021-10-22,86.25350525960539
2021-10-25,86.43886424845505
2021-10-26,85.72249258905413
2021-10-27,86.57242335899353
2021-10-28,87.67534043603519
2021-10-29,91.774559600296
2021-11-01,90.6874113857193
2021-11-02,90.34208723422626
2021-11-03,90.30339990868379
2021-11-04,85.88070108108515
2021-11-05,85.1438847397003
2021-11-08,83.81925272688297
2021-11-09,85.01006750014496
2021-11-10,88.5176001129571
2021-11-11,88.75046216558077
2021-11-12,90.91955334610748
2021-11-15,88.72017893831253
2021-11-16,87.39885456981666
2021-11-17,88.6311841833267
2021-11-18,87.49166106294251
2021-11-19,88.41000080108643
2021-11-22,87.52758292514046
2021-11-23,82.60005351614382
2021-11-24,84.39557958108526
2021-11-25,84.61934935269164
2021-11-26,81.18491345690927
2021-11-29,84.27089147873312
2021-11-30,80.54610000862885
2021-12-01,79.48137342741393
2021-12-02,76.80771461056518
2021-12-03,79.49230628508758
2021-12-06,76.66831459549712
2021-12-07,77.62513114559171
2021-12-08,76.3878814068985
2021-12-09,75.02986220449066
2021-12-10,77.62353730818177
2021-12-13,80.72366555875396
2021-12-14,82.24405477986147
2021-12-15,81.95569218092352
2021-12-16,83.84279751510623
2021-12-17,81.84006754034044
2021-12-20,81.70926212380982
2021-12-21,85.56513221957402
2021-12-22,85.54523897539138
2021-12-23,85.20072356755827
2021-12-27,84.99814794468693
2021-12-28,86.87725266737743
2021-12-29,85.53753211943058
2021-12-30,87.53524538780222
2022-01-03,84.32358720227059
2022-01-04,85.73111535060889
2022-01-05,85.02254070983508
2022-01-06,83.13396329359057
2022-01-07,84.69779998464583
2022-01-10,84.08417392127603
2022-01-11,85.16995258736415
2022-01-12,84.64321701920699
2022-01-13,85.16814844427108
2022-01-14,85.07385049328241
2022-01-17,82.59496739848329
2022-01-18,81.02679568758776
2022-01-19,81.30353639503481
2022-01-20,80.15150213241577
2022-01-21,78.05670709566495
2022-01-24,79.93991912363434
2022-01-25,79.98222170369718
2022-01-26,78.59571984103013
2022-01-27,76.40455601620488
2022-01-28,75.5208945456543
2022-01-31,72.69491058682252
2022-02-01,72.04270298280336
2022-02-02,70.82926935184105
2022-02-03,70.35446547578431
2022-02-04,69.81662526834499
2022-02-07,64.37376461242684
2022-02-08,64.26797047198487
2022-02-09,64.59227903434748
2022-02-10,64.19512696788024
2022-02-11,63.48022136257169
2022-02-14,63.62503216397089
2022-02-15,62.10168186599731
2022-02-16,62.85928020803839
2022-02-17,60.37112653176882
2022-02-18,60.7537034607849
2022-02-21,59.660874524665815
2022-02-22,56.80199514072411
2022-02-23,58.88178136464694
2022-02-24,54.508687509761785
2022-02-25,56.782319348556484
2022-02-28,54.593463213958785
2022-03-01,57.66249208393856
2022-03-02,56.02435373081971
2022-03-03,55.50818274766925
2022-03-04,51.41967400019075
2022-03-07,50.36534509683224
2022-03-08,47.397852504726416
2022-03-09,49.03899993515006
2022-03-10,49.591967486602705
2022-03-11,47.98224014945981
2022-03-14,54.72433813761518
2022-03-15,58.82624959945679
2022-03-16,58.76740981997682
2022-03-17,57.3780260392914
2022-03-18,56.35223834300998
2022-03-21,55.233441724567456
2022-03-22,57.29122172601319
2022-03-23,59.10013064667509
2022-03-24,56.261623690681525
2022-03-25,56.821279085083006
2022-03-28,60.27969106060028
2022-03-29,65.13334718346414
2022-03-30,67.50336404298787
2022-03-31,70.22135766605379
2022-04-01,67.53756720469664
2022-04-04,65.15089349423215
2022-04-05,65.40621813896178
2022-04-06,66.42093327342992
2022-04-07,65.5315360570603
2022-04-08,64.9203499385376
2022-04-11,65.34271947954176
2022-04-12,67.0599902985191
2022-04-13,64.62078837796025
2022-04-14,66.70264536595914
2022-04-19,64.70663999973294
2022-04-20,63.01691733930966
2022-04-21,61.231975930236786
2022-04-22,57.852021085720025
2022-04-25,57.50637621767419
2022-04-26,60.98128386566167
2022-04-27,61.04604296450816
2022-04-28,59.80539671797941
2022-04-29,60.96031418236544
2022-05-02,60.86672200339126
2022-05-03,62.48852832967759
2022-05-04,63.53210222163397
2022-05-05,65.78586014598842
2022-05-06,67.48759902825168
2022-05-09,70.58944763551334
2022-05-10,75.85704158397674
2022-05-11,75.40354545217133
2022-05-12,74.26409684687042
2022-05-13,73.70907201016234
2022-05-16,72.98814321918871
2022-05-17,74.10732911001969
2022-05-18,72.98812029731744
2022-05-19,71.8639957771302
2022-05-20,72.1617639105225
2022-05-23,68.9056620483284
2022-05-24,68.67173426586533
2022-05-25,70.09706908658609
2022-05-26,68.31419272084804
2022-05-27,68.85597766363526
2022-05-30,70.19509526396178
2022-05-31,70.31582233598328
2022-06-01,71.47852866542054
2022-06-02,72.19379050236513
2022-06-03,71.79628195354462
2022-06-06,72.75520602473443
2022-06-07,71.92271081456374
2022-06-08,72.37034875621792
2022-06-09,71.5772668734894
2022-06-10,71.83727802383419
2022-06-13,70.99022021320343
2022-06-14,72.60435535072702
2022-06-15,72.04275226593018
2022-06-16,70.64238396030805
2022-06-17,70.94098741122436
2022-06-20,67.91318078911218
2022-06-21,65.56549641442871
2022-06-22,63.65155923732755
2022-06-23,65.58864267288209
2022-06-24,65.64582161004635
2022-06-27,65.36932394053657
2022-06-28,66.68353776784897
2022-06-29,68.36360037460327
2022-06-30,64.26842524449921
2022-07-01,65.13776237510683
2022-07-04,66.7915393039857
2022-07-05,66.1199698233413
2022-07-06,66.80894180160523
2022-07-07,66.31919860839844
2022-07-08,65.96921334455874
2022-07-11,64.60746335233308
2022-07-12,65.01358967209626
2022-07-13,68.35052563855743
2022-07-14,68.56709898986809
2022-07-15,70.30172309830097
2022-07-18,69.69700564669802
2022-07-19,72.89508066551207
2022-07-20,74.05428552070998
2022-07-21,73.38623958755487
2022-07-22,74.92811060780332
2022-07-25,74.62459475746162
2022-07-26,73.77738799372855
2022-07-27,70.8543571916962
2022-07-28,69.94791714876557
2022-07-29,68.95288163477699
2022-08-01,69.9402960130692
2022-08-02,70.82243720870976
2022-08-03,72.1079141657715
2022-08-04,70.46850495399849
2022-08-05,71.41039899869156
2022-08-08,69.77997372797017
2022-08-09,68.55306996014406
2022-08-10,68.69723346911996
2022-08-11,66.60387930976869
2022-08-12,68.85762015211867
2022-08-15,67.1865854416046
2022-08-16,65.72884794702532
2022-08-17,65.46958497048945
2022-08-18,65.4635948373375
2022-08-19,65.1437520980835
2022-08-22,63.114256444301645
2022-08-23,63.40541045626833
2022-08-24,62.94239541063689
2022-08-25,63.12839905128475
2022-08-26,62.72604825091549
2022-08-29,61.50507849857331
2022-08-30,61.96713370367434
2022-08-31,63.73695856146241
2022-09-01,63.531779943199126
2022-09-02,63.71019533139042
2022-09-05,62.408098107006026
2022-09-06,62.83127350804898
2022-09-07,62.823200918960545
2022-09-08,62.49298559133148
2022-09-09,62.89893071634289
2022-09-12,64.14681846922302
2022-09-13,64.02758445016478
2022-09-14,63.5723295120888
2022-09-15,63.25550857323833
2022-09-16,63.998582750717105
2022-09-19,66.55732252090455
2022-09-20,66.02632308595275
2022-09-21,63.84254571433257
2022-09-22,63.31175372433472
2022-09-23,62.58812504412845
2022-09-26,63.552002900123625
2022-09-27,67.05821246356209
2022-09-28,66.12427458712774
2022-09-29,67.17950213040922
2022-09-30,68.94030141830444
2022-10-03,67.4668801547241
2022-10-04,61.302374147438066
2022-10-05,62.79059247380064
2022-10-06,61.74359893798828
2022-10-07,60.572573930141516
2022-10-10,58.64832325332645
2022-10-11,57.48827946922301
2022-10-12,58.9961473941803
2022-10-13,58.335870505645744
2022-10-14,60.09120085029599
2022-10-17,60.458016563781705
2022-10-18,62.54659623356247
2022-10-19,62.19021050776291
2022-10-20,60.274789257061
2022-10-21,59.95718653070071
2022-10-24,60.14369019271089
2022-10-25,62.60739057813635
2022-10-26,64.35558177301027
2022-10-27,64.51790415925598
2022-10-28,60.65825755275727
2022-10-31,60.33112850148382
2022-11-01,58.6476957842865
2022-11-02,60.00304412417609
2022-11-03,58.626385502399444
2022-11-04,57.32290077209473
2022-11-07,58.39208337165838
2022-11-08,60.29800046157833
2022-11-09,60.41046192268368
2022-11-10,59.606455734008705
2022-11-11,60.87621776812738
2022-11-14,62.1516715786247
2022-11-15,61.59103746429446
2022-11-16,61.387961404361704
2022-11-17,60.908308115901946
2022-11-18,60.882859781875595
2022-11-21,59.09349540653602
2022-11-22,58.0607547460022
2022-11-23,57.42671832206724
2022-11-24,59.13316138404844
2022-11-25,57.339489238269834
2022-11-28,58.68114983258056
2022-11-29,57.23884703173827
2022-11-30,56.64520589341736
2022-12-01,56.49341302493667
2022-12-02,56.40987213409426
2022-12-05,56.621161174240115
2022-12-06,56.83937348325344
2022-12-07,54.59771649678805
2022-12-08,53.87359138751982
2022-12-09,54.524562349048665
2022-12-12,54.104115668953
2022-12-13,55.56338793078612
2022-12-14,55.60158408061989
2022-12-15,54.57988999524696
2022-12-16,54.81788488303755
2022-12-19,54.241684342994624
2022-12-20,55.0625491997489
2022-12-21,53.609881640285494
2022-12-22,54.09234171501157
2022-12-23,51.566023481300356
2022-12-27,53.49917878324504
2022-12-28,54.35778505293274
2022-12-29,57.8896063503189
2022-12-30,58.92117913753509
2023-01-02,58.35650023507697
2023-01-03,57.174765135223424
2023-01-04,57.47418343519212
2023-01-05,57.29707488851545
2023-01-06,57.04967195075233
2023-01-09,57.59330812329108
2023-01-10,56.20388264984513
2023-01-11,56.02018771821213
2023-01-12,55.959117999916096
2023-01-13,55.87847903873445
2023-01-16,55.64481805818559
2023-01-17,56.152657274574274
2023-01-18,55.101985187164246
2023-01-19,56.297774240806575
2023-01-20,55.629848020271304
2023-01-23,56.604986211410505
2023-01-24,58.397782162872325
2023-01-25,56.70389737430196
2023-01-26,56.48147658588414
2023-01-27,55.701500755310015
2023-01-30,53.163250165985126
2023-01-31,51.199731080429046
2023-02-01,50.76901046923831
2023-02-02,51.99815525962823
2023-02-03,50.64139814291002
2023-02-06,51.0504092504425
2023-02-07,51.09760527071376
2023-02-08,52.7867523267937
2023-02-09,51.959701671096816
2023-02-10,52.6974049472733
2023-02-13,51.80736051413351
2023-02-14,51.23094932346339
2023-02-15,51.6886708454399
2023-02-16,52.025945652870185
2023-02-17,49.883068539722444
2023-02-20,49.730694269828746
2023-02-21,49.610416465362505
2023-02-22,49.23394830207826
2023-02-23,49.094388441429146
2023-02-24,49.137645155288745
2023-02-27,48.26166085514069
2023-02-28,49.12973861480714
2023-03-01,49.37755407604982
2023-03-02,50.1415765554657
2023-03-03,49.527707603256204
2023-03-06,50.13340211705782
2023-03-07,49.305985317340856
2023-03-08,48.81381009844972
2023-03-09,48.87294598754124
2023-03-10,48.61713997360221
2023-03-13,49.10939221702574
2023-03-14,50.55616276773071
2023-03-15,50.184683460060114
2023-03-16,49.78036667125707
2023-03-17,49.21164631769943
2023-03-20,48.99006375240333
2023-03-21,50.25484762606811
2023-03-22,50.856046371131924
2023-03-23,50.407196580745676
2023-03-24,50.711544187408435
2023-03-27,49.42216864970396
2023-03-28,49.01109025023652
2023-03-29,48.91166181267545
2023-03-30,48.91635029067993
2023-03-31,48.52272875553899
2023-04-03,46.188752373550415
2023-04-04,45.92723128659054
2023-04-05,45.652238354743986
2023-04-06,45.4207664909668
2023-04-11,46.16726128762821
2023-04-12,48.26551596983336
2023-04-13,47.792578625701935
2023-04-14,47.99755436763007
2023-04-17,46.95998751684192
2023-04-18,47.36897758423993
2023-04-19,47.90406245464328
2023-04-20,48.43611140755456
2023-04-21,47.92097388708498
2023-04-24,47.6844233683396
2023-04-25,46.39542253501895
2023-04-26,46.57883966632835
2023-04-27,46.997292871383706
2023-04-28,48.51657148182676
2023-05-02,48.991316718467715
2023-05-03,48.570697355941775
2023-05-04,48.52003292337804
2023-05-05,48.205709107101484
2023-05-08,47.99431981161115
2023-05-09,48.00709104682164
2023-05-10,48.30618039543152
2023-05-11,55.622649788856506
2023-05-12,55.10605204105377
2023-05-15,54.42719863204957
2023-05-16,51.745694785072374
2023-05-17,51.49440054473872
2023-05-18,51.67133896270752
2023-05-19,51.43140659183882
2023-05-22,50.90353342682647
2023-05-23,51.07766015562447
2023-05-24,51.264496585754394
2023-05-25,50.960536179984956
2023-05-26,52.45787116158681
2023-05-29,52.250019142799374
2023-05-30,52.204177612136846
2023-05-31,51.74349384107973
2023-06-01,52.401341123161274
2023-06-02,52.84160297241215
2023-06-05,52.202184456649775
2023-06-06,51.36973110601048
2023-06-07,51.04263602291485
2023-06-08,51.299605403846726
2023-06-09,52.63353601881408
2023-06-12,51.15020826129148
2023-06-13,51.877631929748524
2023-06-14,51.267734272205416
2023-06-15,51.132479709167455
2023-06-16,51.04139981040953
2023-06-19,50.035550594329834
2023-06-20,50.48216776736444
2023-06-21,50.91098110725398
2023-06-22,50.64866370614617
2023-06-23,49.6441490650177
2023-06-26,48.63263605405427
2023-06-27,50.11354329248434
2023-06-28,49.30941217754753
2023-06-29,49.96969199266823
2023-06-30,50.41848651935197
2023-07-03,49.25980776213828
2023-07-04,47.920106837696046
2023-07-05,49.59441707723999
2023-07-06,48.80722958313754
2023-07-07,49.90486992504885
2023-07-10,50.035734996906285
2023-07-11,50.21802054956061
2023-07-12,50.417147951171955
2023-07-13,51.069089598571736
2023-07-14,49.061951822708124
2023-07-17,49.49867761070254
2023-07-18,49.670800514411894
2023-07-19,50.19209950389859
2023-07-20,50.53170428194425
2023-07-21,49.6517718484688
2023-07-24,49.62622405064394
2023-07-25,48.907871855667054
2023-07-26,49.1971647256737
2023-07-27,49.30299692344669
2023-07-28,48.610963461624124
2023-07-31,48.78129665775304
2023-08-01,48.41926210168459
2023-08-02,48.24640937976073
2023-08-03,48.32759699764256
2023-08-04,49.17817972590637
2023-08-07,48.97120914348989
2023-08-08,48.980753615379406
2023-08-09,49.21856967514031
2023-08-10,49.26888915959171
2023-08-11,48.85675147738266
2023-08-14,48.82939346075818
2023-08-15,49.45014182825844
2023-08-16,48.47663131214904
2023-08-17,49.105202965545686
2023-08-18,48.237998611450166
2023-08-21,47.57334396463011
2023-08-22,47.36992423937227
2023-08-23,46.65636236013415
2023-08-24,45.54576276563648
2023-08-25,45.29878311817174
2023-08-28,44.50727649757391
2023-08-29,45.953528056690175
2023-08-30,46.5740078165436
2023-08-31,45.26676415466318
2023-09-01,46.1278212981033
2023-09-04,45.68643757439804
2023-09-05,44.911770018222796
2023-09-06,44.89038771296691
2023-09-07,44.33943220941546
2023-09-08,43.73533369042207
2023-09-11,44.21367834875491
2023-09-12,44.18448847547916
2023-09-13,45.34910962828826
2023-09-14,45.970970951206255
2023-09-15,44.76643518950277
2023-09-18,43.905049085617065
2023-09-19,43.03716276840214
2023-09-20,42.95530416307065
2023-09-21,40.64288655806922
2023-09-22,41.63068925906373
2023-09-25,41.28223864799497
2023-09-26,41.63306470922089
2023-09-27,41.842213779628764
2023-09-28,41.953032935874944
2023-09-29,42.13202253873442
2023-10-02,40.92627047250744
2023-10-03,39.47887351835061
2023-10-04,42.08100088024139
2023-10-05,41.89971610144039
2023-10-06,42.21314213910864
2023-10-09,42.3446418626404
2023-10-10,42.59491227978515
2023-10-11,41.362214928897856
2023-10-12,42.206069262249
2023-10-13,41.4281394598579
2023-10-16,40.26407878486634
2023-10-17,40.48886883962632
2023-10-18,40.43807818214418
2023-10-19,39.805567804748534
2023-10-20,38.0635207733917
2023-10-23,36.50029210453795
2023-10-24,35.07107162401962
2023-10-25,35.09372808463286
2023-10-26,34.645328143236156
2023-10-27,34.31606263612366
2023-10-30,33.94871908643722
2023-10-31,34.69197714526558
2023-11-01,34.42340262713242
2023-11-02,34.329115161930076
2023-11-03,35.33846218403437
2023-11-06,36.23259093771935
2023-11-07,36.86777476360703
2023-11-08,36.56086079200554
2023-11-09,38.93719298344422
2023-11-10,36.86479902267456
2023-11-13,36.38989191494943
2023-11-14,37.57138181726077
2023-11-15,36.36974585948565
2023-11-16,35.83940225038532
2023-11-17,35.70226658586125
2023-11-20,35.36265499333763
2023-11-21,36.19578753024484
2023-11-22,36.001035764755215
2023-11-23,34.75877181375313
2023-11-24,33.783560869398116
2023-11-27,33.27542350785825
2023-11-28,33.46948622962191
2023-11-29,35.94998270327187
2023-11-30,36.038015690025304
2023-12-01,34.44949171157646
2023-12-04,34.80702004740715
2023-12-05,34.79579973220825
2023-12-06,33.85738389665221
2023-12-07,33.542403685089084
2023-12-08,33.690827829000455
2023-12-11,33.07990062603949
2023-12-12,33.33675408158115
2023-12-13,32.98403587661937
2023-12-14,33.300633756794014
2023-12-15,34.1077771867981
2023-12-18,34.34943898840902
2023-12-19,34.34571711347962
2023-12-20,33.61428038322447
2023-12-21,35.88161917984962
2023-12-22,33.94851387680819
2023-12-27,34.970020668725965
2023-12-28,35.03739540644074
2023-12-29,35.05007926885605
2024-01-02,35.41501321605301
2024-01-03,35.695973899244336
2024-01-04,35.066824832462316
2024-01-05,34.99609877839089
2024-01-08,35.64400013542172
2024-01-09,35.72841976497648
2024-01-10,36.422162505378765
2024-01-11,35.81548655978395
2024-01-12,35.624339031372074
2024-01-15,35.347948427963274
2024-01-16,35.344718985347754
2024-01-17,34.05324403844452
2024-01-18,34.92372798239899
2024-01-19,34.898952534626005
2024-01-22,36.55295987609861
2024-01-23,36.4465921848373
2024-01-24,37.907256906358725
2024-01-25,35.95554831190111
2024-01-26,35.283935985958124
2024-01-29,34.80587997161865
2024-01-30,34.895041439971926
2024-01-31,33.87773018347934
2024-02-01,33.697442168960606
2024-02-02,32.78207257511713
2024-02-05,31.282187612926464
2024-02-06,28.608687389480565
2024-02-07,26.119939454135874
2024-02-08,24.757999855686194
2024-02-09,23.983203854652402
2024-02-12,22.47965968088147
2024-02-13,22.175294291595492
2024-02-14,21.400688617813106
2024-02-15,21.796020352989217
2024-02-16,22.454878073425334
2024-02-19,22.397758611145036
2024-02-20,23.512720808391578
2024-02-21,23.056383656517028
2024-02-22,25.406978322052055
2024-02-23,23.671311386528032
2024-02-26,23.52856133913042
2024-02-27,23.701170419839855
2024-02-28,22.185901317214984
2024-02-29,22.22353078910828
2024-03-01,22.22393397184942
2024-03-04,21.24227876236057
2024-03-05,21.526884072677603
2024-03-06,21.441063617455484
2024-03-07,21.64528745871735
2024-03-08,21.480059450092313
2024-03-11,21.27153680311585
2024-03-12,21.576156743091587
2024-03-13,21.2328640544281
