Date,GC=F
2004-08-04,34073.347686993606
2004-08-05,34711.49739889643
2004-08-06,33743.215383852876
2004-08-09,34177.64823592296
2004-08-10,33582.2388902773
2004-08-11,33556.86019923823
2004-08-12,33410.96531787758
2004-08-13,33137.25367899427
2004-08-16,32896.76482095102
2004-08-17,32495.131593767634
2004-08-18,31969.390041252547
2004-08-19,32363.86328839737
2004-08-20,31891.36551124
2004-08-23,31597.543146769363
2004-08-24,30728.045848631908
2004-08-25,30891.698734464426
2004-08-26,30937.582437542478
2006-03-24,12070.779219973318
2006-03-27,12122.140114485874
2006-03-28,12510.46072373894
2006-03-29,13932.71898213427
2006-03-30,13549.920517195185
2006-03-31,12834.2278988311
2006-04-03,12544.878691543621
2006-04-04,11960.298634636782
2006-04-05,12183.034839623246
2006-04-06,12232.880873766966
2006-04-07,12230.013725469455
2006-04-10,12624.919028644785
2006-04-11,12413.123844453066
2006-04-12,12333.299052609518
2006-04-13,12526.616071047021
2006-04-18,12701.938663718343
2006-04-19,12646.197683520766
2006-04-20,12472.554533318018
2006-04-21,12722.08661425528
2006-04-24,12411.002988209755
2006-04-25,12633.311004317742
2006-04-26,12871.903880061414
2006-04-27,12377.593072116913
2006-04-28,12524.837612335305
2006-05-02,12175.861344736073
2006-05-03,12176.630155568666
2006-05-04,12202.497385516763
2006-05-05,12213.744299041313
2006-05-08,9744.145209716387
2006-05-09,12521.684122081535
2006-05-10,12466.895027601557
2006-05-11,13673.638954598226
2006-05-12,14747.138730202389
2006-05-15,14996.560487293105
2006-05-16,14559.659784169462
2006-05-17,15681.178395997913
2006-05-18,15978.004399238938
2006-05-19,15299.853528166504
2006-05-22,18283.444192225357
2006-05-23,17232.92834533201
2006-05-24,19676.42951617933
2006-05-25,20028.56731345723
2006-05-26,16845.5685687162
2006-05-30,18570.81261588883
2006-05-31,17892.38916372858
2006-06-01,16582.203644539302
2006-06-02,17242.747656012827
2006-06-05,17451.66876920568
2006-06-06,16623.89569318193
2006-06-07,16266.191732145326
2006-06-08,16546.731594807618
2006-06-09,15866.464844270773
2006-06-12,15872.0067997655
2006-06-13,15442.077350511647
2006-06-14,15235.26608074346
2006-06-15,14739.41917931159
2006-06-16,14729.413602759923
2006-06-19,14091.519240121954
2006-06-20,14474.99913784194
2006-06-21,14738.325186552145
2006-06-22,14410.568267326673
2006-06-23,14841.771236463683
2006-06-26,14337.832794824331
2006-06-27,14305.572618190885
2006-06-28,14160.63658479421
2006-06-29,13809.193515904139
2006-06-30,13391.693722674281
2006-07-05,14390.020921405569
2006-07-06,14295.079612343276
2006-07-07,13961.837363637587
2006-07-10,13780.053951079068
2006-07-11,14468.419672342616
2006-07-12,14815.471235399056
2006-07-13,15406.111707961232
2006-07-14,12885.266307727676
2006-07-17,15511.271157235213
2006-07-18,14561.048361369636
2006-07-19,14718.057152110196
2006-07-20,14298.578473741707
2006-07-21,14210.790609014723
2006-07-24,14006.358563564725
2006-07-25,14417.7379040446
2006-07-26,14646.260716389119
2006-07-27,14390.698818303052
2006-07-28,14221.75365761934
2006-07-31,14114.49924393193
2006-08-01,14717.780690401389
2006-08-02,14565.952512859014
2006-08-03,14543.894035908315
2006-08-04,14253.581510133798
2006-08-07,14512.999406050812
2006-08-08,14647.658195497675
2006-08-09,14249.333464757641
2006-08-10,13869.084201011561
2006-08-11,13710.920221480534
2006-08-14,13517.141218131177
2006-08-15,13123.992747624781
2006-08-16,10352.049129686005
2006-08-17,12593.480080427027
2006-08-18,12994.094563042549
2006-08-21,12978.520707582655
2006-08-22,12989.733130345554
2006-08-23,12900.704522652963
2006-08-24,13492.660301454169
2006-08-25,13539.588281979386
2006-08-28,13147.428667510016
2006-08-29,12928.17134119986
2006-08-30,12738.299126944852
2006-08-31,12980.238732659056
2006-09-01,13235.455685055927
2006-09-04,12780.06160539245
2006-09-05,12953.523694978629
2006-09-06,13403.334838346444
2006-09-07,13218.126178340039
2006-09-08,13196.0992588652
2006-09-11,13157.423529038913
2006-09-12,12944.3395967561
2006-09-13,12842.43196071523
2006-09-14,12424.317676093724
2006-09-15,12339.161559140603
2006-09-18,12248.323150418437
2006-09-19,12324.77953092422
2006-09-20,12870.25168737641
2006-09-21,13216.852218961461
2006-09-22,14062.346573310131
2006-09-25,14543.640439609188
2006-09-26,13856.770120793088
2006-09-27,13529.85307032082
2006-09-28,13459.67608151369
2006-09-29,13100.335981268847
2006-10-02,12842.792858588764
2006-10-03,12382.97007942618
2006-10-04,12290.24961522482
2006-10-05,12477.836106343953
2006-10-06,12517.685373326705
2006-10-09,12416.548059434455
2006-10-10,12063.959738019325
2006-10-11,12149.192054273919
2006-10-12,12256.919428612411
2006-10-13,12291.144506326149
2006-10-16,12206.539280359822
2006-10-17,12183.720101279832
2006-10-18,11985.59728200772
2006-10-19,12283.251213644811
2006-10-20,12309.469927096472
2006-10-23,12028.879151557016
2006-10-24,12279.393615812065
2006-10-25,12422.927149534715
2006-10-26,12318.849747354632
2006-10-27,12347.748357864402
2006-10-30,12646.69298447315
2006-10-31,12504.667724388904
2006-11-01,12854.614129370479
2006-11-02,13116.352278381435
2006-11-03,13177.3256524844
2006-11-06,12922.30308196263
2006-11-07,12927.51171492505
2006-11-08,12946.936888401797
2006-11-09,13255.565426848176
2006-11-10,13327.693286423297
2006-11-13,13600.062220717215
2006-11-14,13378.714617637872
2006-11-15,13202.560070767622
2006-11-16,13199.104735862484
2006-11-17,13528.70436856944
2006-11-20,13422.283272205646
2006-11-21,13699.888065052983
2006-11-22,13685.432987393275
2006-11-24,13761.622244496184
2006-11-28,14444.240076907408
2006-11-29,14203.434821213556
2006-11-30,14238.717971323604
2006-12-01,13981.811207659219
2006-12-04,14154.156458492473
2006-12-05,13762.689271336818
2006-12-06,13357.286288263967
2006-12-07,13190.853727319003
2006-12-08,13038.00940740103
2006-12-11,13040.789579115479
2006-12-12,13263.333143934291
2006-12-13,13186.0226937737
2006-12-14,13092.45791061212
2006-12-15,12934.433955497989
2006-12-18,12973.810150848767
2006-12-19,13393.589637791973
2006-12-20,13347.235497158119
2006-12-21,13345.076441481893
2006-12-22,13167.202290031573
2006-12-26,13265.037236114667
2006-12-27,13282.420424760163
2006-12-28,13125.657704346779
2006-12-29,13099.186661858517
2007-01-02,13099.186661858517
2007-01-03,13017.315836016915
2007-01-04,13060.44851005541
2007-01-05,12853.217005931023
2007-01-08,12896.443002618711
2007-01-09,13076.059971742992
2007-01-10,13058.644423168822
2007-01-11,12879.752309152918
2007-01-12,13045.041675847046
2007-01-16,13089.780110615375
2007-01-17,13003.475766009462
2007-01-18,12859.476688134557
2007-01-19,12946.206387382816
2007-01-22,12998.824648678676
2007-01-23,13292.925931038208
2007-01-24,13205.126357644796
2007-01-25,13259.006131102517
2007-01-26,13303.449773065831
2007-01-29,13336.940224418897
2007-01-30,13234.981313177048
2007-01-31,13177.617392717151
2007-02-01,12863.287435544937
2007-02-02,12388.787530473373
2007-02-05,12412.236589071195
2007-02-06,12292.834981411352
2007-02-07,12256.607690329574
2007-02-08,12651.228122448747
2007-02-09,12919.901989982895
2007-02-12,13145.97861833181
2007-02-13,13042.43271533542
2007-02-14,12856.4880693435
2007-02-15,12586.705407528922
2007-02-16,12704.820395955674
2007-02-20,12501.709080779408
2007-02-21,12660.949908060295
2007-02-22,12510.231936067576
2007-02-23,12897.095914449274
2007-02-26,12869.50803766178
2007-02-27,13338.599260596226
2007-02-28,13419.870520752413
2007-03-01,13365.597136739823
2007-03-02,12897.050236147661
2007-03-05,13241.376186251806
2007-03-06,13016.797335632547
2007-03-07,12907.898707024111
2007-03-08,12741.306825973223
2007-03-09,12449.734324756042
2007-03-12,12312.579240370656
2007-03-13,12415.627283683029
2007-03-14,12643.307022190602
2007-03-15,12207.359066315592
2007-03-16,12427.987335480666
2007-03-19,12077.118770059607
2007-03-20,12126.038120666317
2007-03-21,12043.466765363259
2007-03-22,11794.2342024717
2007-03-23,11871.940154078286
2007-03-26,11900.276135478842
2007-03-27,11904.68013698061
2007-03-28,12249.010493298878
2007-03-29,11705.57063992972
2007-03-30,11823.90385627445
2007-04-02,11608.526248196185
2007-04-03,11362.829336508054
2007-04-04,11384.272781771622
2007-04-05,11390.598371655471
2007-04-09,11351.74011485471
2007-04-10,11420.437810300244
2007-04-11,11436.778766768348
2007-04-12,11555.049711358537
2007-04-13,11332.794603542834
2007-04-16,11673.038404184394
2007-04-17,11656.981032551206
2007-04-18,11783.082108811803
2007-04-19,11577.212482863097
2007-04-20,11569.55318711771
2007-04-23,11482.3274018384
2007-04-24,11685.497914170293
2007-04-25,11358.49103093877
2007-04-26,11194.641585306394
2007-04-27,11468.885976087235
2007-04-30,11508.381593647327
2007-05-01,11405.2209077474
2007-05-02,11220.190006455012
2007-05-03,11315.816583644366
2007-05-04,11562.204105302468
2007-05-07,11457.240069392634
2007-05-08,11442.867642711904
2007-05-09,11297.633860506556
2007-05-10,10949.231443476843
2007-05-11,11028.813635324916
2007-05-14,10835.727452491163
2007-05-15,10448.576364265751
2007-05-16,9755.09577486405
2007-05-17,9695.991893649307
2007-05-18,9756.957711795347
2007-05-21,9389.771113609697
2007-05-22,9241.977583931977
2007-05-23,9342.78580636591
2007-05-24,9674.324404810795
2007-05-25,9327.208581687206
2007-05-29,9409.743454444011
2007-05-30,9346.696419010592
2007-05-31,8965.859377568113
2007-06-01,8750.82944152024
2007-06-04,9437.7272635722
2007-06-05,9422.248144113617
2007-06-06,9996.925567666742
2007-06-07,9815.452524334734
2007-06-08,9588.582391224916
2007-06-11,9258.40180697971
2007-06-12,9114.038607338645
2007-06-13,9272.756071755426
2007-06-14,8995.985638268541
2007-06-15,8655.90285179866
2007-06-18,8542.852057584087
2007-06-19,8577.727063076163
2007-06-20,8805.170836993528
2007-06-21,8786.229525370043
2007-06-22,8880.766837357529
2007-06-25,9098.673695355872
2007-06-26,9104.524323264115
2007-06-27,9230.854476764534
2007-06-28,8815.740288106344
2007-06-29,8947.664657738078
2007-07-02,8782.952366101958
2007-07-03,8691.026775577395
2007-07-05,8634.74149295477
2007-07-06,8466.723192904676
2007-07-09,8517.451350769616
2007-07-10,8415.92436446081
2007-07-11,8354.261729776268
2007-07-12,8205.056887493405
2007-07-13,8122.467541851579
2007-07-16,8060.744229371811
2007-07-17,7971.09291985014
2007-07-18,7950.293456255092
2007-07-19,7949.5507573720315
2007-07-20,8164.382150460333
2007-07-23,7778.110304079431
2007-07-24,7943.571557401052
2007-07-25,8159.602137235864
2007-07-26,8503.63806708032
2007-07-27,8848.257596641963
2007-07-30,8359.651796227125
2007-07-31,8076.844505227542
2007-08-01,8252.702948561187
2007-08-02,8055.895365481193
2007-08-03,8311.843872070312
2007-08-06,8675.764073790384
2007-08-07,8800.200489298026
2007-08-08,8467.151698968524
2007-08-09,8828.16613445082
2007-08-10,9455.49501186198
2007-08-13,9382.851533035462
2007-08-14,10119.202522364625
2007-08-15,10551.233948400093
2007-08-16,12668.348432792009
2007-08-17,11122.422665610009
2007-08-20,11218.028328748193
2007-08-21,11049.038769232182
2007-08-22,10760.237394398635
2007-08-23,10458.314947253082
2007-08-24,10099.874989761785
2007-08-27,9680.88042839415
2007-08-28,10281.840539517281
2007-08-29,10057.832831082289
2007-08-30,9876.232358429497
2007-08-31,9997.081253748056
2007-09-04,9737.35207373433
2007-09-05,10171.783114148375
2007-09-06,9991.826921684884
2007-09-07,10310.70624034773
2007-09-11,9769.529039975198
2007-09-12,9355.926989227732
2007-09-13,9158.988298185244
2007-09-14,9054.423326088978
2007-09-17,9496.428524805078
2007-09-18,9279.37786240732
2007-09-19,8762.926989145239
2007-09-20,8631.028073404977
2007-09-21,8697.66305505499
2007-09-24,8843.691866381285
2007-09-25,8796.009455318366
2007-09-26,8521.726462558443
2007-09-27,8334.700059475266
2007-09-28,8403.674163882819
2007-10-01,8126.4381154361445
2007-10-02,7989.77691626003
2007-10-03,7984.302966513591
2007-10-04,8186.25468179111
2007-10-05,7868.696007222868
2007-10-08,7908.561831149274
2007-10-09,7698.015083093159
2007-10-10,7744.825604217199
2007-10-11,7661.459926377531
2007-10-12,7847.333627775122
2007-10-15,8038.189908375111
2007-10-16,8294.851129811854
2007-10-17,8031.749726112539
2007-10-18,8030.132709533476
2007-10-19,7852.188259689102
2007-10-22,8229.026106326728
2007-10-23,7853.210674251405
2007-10-24,7977.220539299841
2007-10-25,7842.151663331733
2007-10-26,7730.60623383936
2007-10-29,7392.440764288257
2007-10-30,7305.5649689140455
2007-10-31,7196.546967740403
2007-11-01,7239.515854496132
2007-11-02,7513.495852509994
2007-11-05,7613.800191114592
2007-11-06,7298.027003010187
2007-11-07,7390.430941886533
2007-11-08,7547.2118391103595
2007-11-09,7759.865225965731
2007-11-12,7971.719229253451
2007-11-13,7762.861896493718
2007-11-14,7300.945964286564
2007-11-15,7233.698406970858
2007-11-16,7226.877530349971
2007-11-19,7389.3299254508665
2007-11-20,7531.456829304155
2007-11-21,8035.741297372013
2007-11-23,8602.067017164854
2007-11-27,9233.943610362214
2007-11-28,8250.80517074161
2007-11-29,7797.102806637631
2007-11-30,7780.21956750171
2007-12-03,7922.449597849423
2007-12-04,8714.821542180403
2007-12-05,8150.809397894231
2007-12-06,8124.6967321944885
2007-12-07,7617.1713703769865
2007-12-10,7723.596201269464
2007-12-11,7723.739869625053
2007-12-12,7729.631430275527
2007-12-13,7899.101679149535
2007-12-14,8217.263831175222
2007-12-17,8594.731744744247
2007-12-19,8383.493552154354
2007-12-20,8354.314894030362
2007-12-21,8319.067324220276
2007-12-24,8331.36769711392
2007-12-27,8013.952200777545
2007-12-28,8190.55887921498
2007-12-31,8144.70939383855
2008-01-02,8307.44537525845
2008-01-03,8088.80181144148
2008-01-04,8228.977698533989
2008-01-07,8323.208517675077
2008-01-08,8272.388033363704
2008-01-09,8607.014817465448
2008-01-10,8559.863959324253
2008-01-11,8320.230992413044
2008-01-14,8029.455159024656
2008-01-15,8386.835409903482
2008-01-16,8592.471445892259
2008-01-17,8681.221885451032
2008-01-18,9076.91942080076
2008-01-22,9278.626407361327
2008-01-23,9384.113921047217
2008-01-24,9120.775030700233
2008-01-25,9146.45365498094
2008-01-28,9275.59994948156
2008-01-29,9081.9660768439
2008-01-30,9136.218490858684
2008-01-31,8703.475069128957
2008-02-01,8571.418442537664
2008-02-04,8342.413162660807
2008-02-05,8452.128677862864
2008-02-06,8447.580973863602
2008-02-07,8664.541566964926
2008-02-08,8800.153491032968
2008-02-11,8833.225120778634
2008-02-12,8327.120905659262
2008-02-13,8382.132963230839
2008-02-14,8403.935732986407
2008-02-15,8418.994490700774
2008-02-19,8286.548423524351
2008-02-20,8391.005065143738
2008-02-21,7999.047638790513
2008-02-22,7983.466329979144
2008-02-25,7840.145889796016
2008-02-26,7617.650985545614
2008-02-27,7337.486953979487
2008-02-28,7615.690088486277
2008-02-29,7716.073800240982
2008-03-03,7707.475347399724
2008-03-04,7620.036744077688
2008-03-05,7615.658487148379
2008-03-06,7455.368573189777
2008-03-07,7883.711955067702
2008-03-10,8070.248652229133
2008-03-11,8161.533436744641
2008-03-12,7837.98491568671
2008-03-13,8297.54359355421
2008-03-14,8483.179233037392
2008-03-17,8821.594007555786
2008-03-18,8284.594748006228
2008-03-19,7882.805147886039
2008-03-20,8388.76643394889
2008-03-24,8376.907697268027
2008-03-25,8488.375642722312
2008-03-26,8543.94366353677
2008-03-27,8436.120899547775
2008-03-28,8485.202803459506
2008-03-31,8388.572672142132
2008-04-02,7886.050400158667
2008-04-03,7907.792481355238
2008-04-04,7672.764430135423
2008-04-07,7612.623782873287
2008-04-08,7535.506644921075
2008-04-09,7572.493611267122
2008-04-10,7314.125510223564
2008-04-11,7380.1435651731
2008-04-14,7371.681778565649
2008-04-15,7426.192791929097
2008-04-16,7315.801601830469
2008-04-17,7124.182824910014
2008-04-18,6934.986904720174
2008-04-21,7046.584790779398
2008-04-22,6877.618954115616
2008-04-23,6828.17181258238
2008-04-24,6856.288264408924
2008-04-25,6844.583681862481
2008-04-28,7016.748290034047
2008-04-29,7353.080973149226
2008-04-30,6523.156534467052
2008-05-02,6230.832018898528
2008-05-05,6582.262789446085
2008-05-06,6626.150930922234
2008-05-07,6752.382737510478
2008-05-08,6953.2156619917905
2008-05-09,7223.681001057216
2008-05-12,7132.140909956114
2008-05-13,6507.840746669024
2008-05-14,6503.444899537242
2008-05-15,6538.877075677979
2008-05-16,6495.392492318166
2008-05-19,6559.506516361768
2008-05-20,6830.221853865106
2008-05-21,6811.885336151206
2008-05-22,6858.072843462711
2008-05-23,6860.552407513555
2008-05-27,7017.876665501066
2008-05-28,6952.194981664534
2008-05-29,6393.735059808748
2008-05-30,6149.067156346557
2008-06-02,6287.632023061634
2008-06-03,6067.500907582746
2008-06-04,6199.132454881241
2008-06-05,6146.591504428594
2008-06-06,6258.918793805927
2008-06-09,6110.655222128421
2008-06-10,6241.672261366688
2008-06-11,6363.704062624059
2008-06-12,6168.977988878631
2008-06-13,6134.509469453492
2008-06-16,6121.9178065164
2008-06-17,5948.9800427287555
2008-06-18,5941.450328110438
2008-06-19,5894.621253838323
2008-06-20,5894.955089852737
2008-06-23,5976.033528658845
2008-06-24,5834.748760951332
2008-06-25,5716.871179518554
2008-06-26,5850.581143158266
2008-06-27,6105.499589070999
2008-06-30,5934.518093414861
2008-07-02,6134.765124716313
2008-07-03,5986.0671599159705
2008-07-07,6006.060054620476
2008-07-08,6163.509183375419
2008-07-09,6184.2032391377425
2008-07-10,6265.536664007424
2008-07-11,6311.793594288207
2008-07-14,6182.471743647538
2008-07-15,6240.906777264576
2008-07-16,6199.890513961015
2008-07-17,6137.399994284236
2008-07-18,6103.003620696998
2008-07-21,5989.90515087585
2008-07-22,5931.914852914779
2008-07-23,5746.954134194691
2008-07-24,5715.429644505541
2008-07-25,5618.307760039432
2008-07-28,5628.672429992918
2008-07-29,5577.738143060959
2008-07-30,5299.5149056483415
2008-07-31,5437.513726426661
2008-08-26,5907.237344612419
2008-08-27,5693.666742359078
2008-08-28,5729.8714606947715
2008-08-29,5864.188682683768
2008-09-02,6000.003338217014
2008-09-03,6223.953112953657
2008-09-04,6551.9583193947665
2008-09-05,7126.307935425406
2008-09-08,7239.848123500567
2008-09-09,7415.941251820017
2008-09-10,7572.533822800351
2008-09-11,8009.126895663277
2008-09-12,7589.679797434443
2008-09-15,8200.593894298408
2008-09-16,8598.670321495085
2008-09-17,10537.510996061905
2008-09-18,11868.181904317153
2008-09-19,9359.759541608804
2008-09-22,9342.036069046664
2008-09-23,9468.267349110862
2008-09-24,10152.36679569697
2008-09-25,9817.726319099165
2008-09-26,10288.293078854316
2008-09-29,11808.355738932223
2008-09-30,11929.55894036869
2008-10-01,12146.326660412466
2008-10-02,13157.527148611018
2008-10-03,13855.647352611164
2008-10-06,17406.5035975826
2008-10-07,19795.290984879117
2008-10-08,29962.69451244159
2008-10-09,18817.038655752058
2008-10-10,21864.568450562754
2008-10-13,17144.571305413065
2008-10-14,14090.288134895687
2008-10-15,16727.624951041955
2008-10-16,18218.656713528027
2008-10-17,14372.989225682584
2008-10-20,15431.424983009232
2008-10-21,16846.827968675796
2008-10-22,23057.3022362134
2008-10-23,19023.38569952976
2008-10-24,19592.350948343712
2008-10-27,18325.601400194908
2008-10-28,16101.894424793772
2008-10-29,14876.190159972088
2008-10-30,13469.997117716717
2008-10-31,13860.905886399965
2008-11-03,14636.232706601293
2008-11-04,14474.461282613414
2008-11-05,14729.695768052887
2008-11-06,15215.226610350142
2008-11-07,15535.902756708774
2008-11-10,15132.010499368676
2008-11-11,16351.186040197863
2008-11-12,17764.45346018442
2008-11-13,19132.454633393038
2008-11-14,18244.36709712031
2008-11-17,19098.736112345552
2008-11-18,18725.721131527243
2008-11-19,22026.205899104825
2008-11-20,22733.812610371304
2008-11-21,26486.27926338183
2008-11-24,21933.913879473774
2008-11-25,21105.510995421577
2008-11-26,21017.240571267113
2008-11-28,21168.590538783486
2008-12-01,23423.34355619879
2008-12-02,22948.26057863617
2008-12-03,23267.788701500707
2008-12-04,26667.14546855511
2008-12-05,32536.9840490911
2008-12-08,30507.63928755414
2008-12-09,27131.97319865472
2008-12-10,25983.301964943126
2008-12-11,20749.403637527455
2008-12-12,24953.56716905908
2008-12-15,23848.997562143675
2008-12-16,24258.35810370619
2008-12-17,25131.67142417898
2008-12-18,26038.046192403504
2008-12-19,26410.336807365406
2008-12-22,26173.946453758243
2008-12-23,24509.97306979991
2008-12-24,24799.805645374447
2008-12-26,25481.94081137484
2008-12-29,26641.78427379074
2008-12-30,25357.946428120616
2008-12-31,25775.08473419321
2009-01-02,25153.15957711396
2009-01-05,20689.650074652516
2009-01-06,18115.903217146606
2009-01-07,18736.422756097054
2009-01-08,20539.4247415177
2009-01-09,21627.428543147416
2009-01-12,21857.78099025071
2009-01-13,20954.81829226569
2009-01-14,22818.017482929623
2009-01-15,23475.219754432615
2009-01-16,23081.238957377183
2009-01-20,24439.36073065363
2009-01-21,23932.808566114414
2009-01-22,24028.48258352498
2009-01-23,25062.879385312557
2009-01-26,23860.36493105357
2009-01-27,23749.931093748495
2009-01-28,22239.53925821239
2009-01-29,22787.077737181626
2009-01-30,24319.714859297394
2009-02-02,27184.852910367383
2009-02-03,25267.086874902747
2009-02-04,24660.54227228944
2009-02-05,25124.531936910447
2009-02-06,23811.913334258094
2009-02-09,22407.224227942468
2009-02-10,23984.2204326724
2009-02-11,24612.739307456148
2009-02-12,25902.53383132236
2009-02-13,24388.030973093617
2009-02-17,27773.492690742867
2009-02-18,29767.1784354503
2009-02-19,29936.67420167896
2009-02-20,32714.18189530981
2009-02-23,31858.562412537056
2009-02-24,31251.054547913864
2009-02-25,31720.414952350817
2009-02-26,28430.80684261618
2009-02-27,29653.812450150006
2009-03-02,33119.802233244096
2009-03-03,32305.044418002795
2009-03-04,28632.18235236821
2009-03-05,29643.341046713565
2009-03-06,29843.426613237454
2009-03-09,28719.19418778806
2009-03-10,27008.457186681688
2009-03-11,27146.79164767126
2009-03-12,26676.855650454643
2009-03-13,26314.997937739157
2009-03-16,21964.35915987621
2009-03-17,24586.556604103152
2009-03-18,24856.498114461796
2009-03-19,24603.86903785422
2009-03-20,25111.500486569366
2009-03-23,25280.517986239756
2009-03-24,23407.5991173219
2009-03-25,23495.29522731236
2009-03-26,23461.94180658745
2009-03-27,24741.877794213895
2009-03-30,26659.69359070564
2009-03-31,26133.871899005648
2009-04-01,24960.545103693792
2009-04-02,22319.252902178785
2009-04-03,20953.279686978112
2009-04-06,21225.239485432852
2009-04-07,21656.566655040824
2009-04-08,20625.40556731711
2009-04-09,19742.58727397795
2009-04-14,20014.39361780012
2009-04-15,20687.150460316487
2009-04-16,19750.169165236344
2009-04-17,19684.122110058157
2009-04-20,21947.078556900688
2009-04-21,22168.39483851149
2009-04-22,20928.95830173635
2009-04-23,21512.114725937477
2009-04-24,21149.819606517434
2009-04-27,21109.903672538716
2009-04-28,19229.982137736566
2009-04-29,19554.06512969368
2009-04-30,19710.134309554676
2009-05-01,20046.71929670499
2009-05-04,18648.829012375285
2009-05-05,19198.685857677687
2009-05-06,18098.57215553091
2009-05-07,17907.133012806175
2009-05-08,16886.257166223528
2009-05-11,16118.20459606968
2009-05-12,16614.377242878232
2009-05-13,18030.08995205762
2009-05-14,17996.327232173302
2009-05-15,17370.786807479475
2009-05-18,17151.980232957074
2009-05-19,16194.033780124619
2009-05-20,15520.570451876323
2009-05-21,16386.249220709913
2009-05-22,16079.124370199905
2009-05-26,16303.693558584431
2009-05-27,15620.539062262747
2009-05-28,15513.632663888437
2009-05-29,14601.89899547541
2009-06-02,13955.455079960224
2009-06-03,13808.905118967426
2009-06-04,13958.666812499921
2009-06-05,14077.158389330236
2009-06-08,14482.931161390263
2009-06-09,13585.696953946752
2009-06-10,13728.928803484721
2009-06-11,13814.105444656137
2009-06-12,12788.844995977875
2009-06-15,13609.430734620028
2009-06-16,13960.096080857944
2009-06-17,14347.641926043583
2009-06-18,12456.31655699554
2009-06-19,13558.3958747732
2009-06-22,15086.306856062998
2009-06-23,14779.443641752752
2009-06-24,13841.698457930612
2009-06-25,13876.11335144981
2009-06-26,13052.098375897582
2009-06-29,13714.77520601338
2009-06-30,13760.391485678936
2009-07-01,13002.226213028958
2009-07-02,13548.322290739829
2009-07-06,12661.707144769132
2009-07-07,13839.078318707489
2009-07-08,14555.640622921504
2009-07-09,13040.437927114075
2009-07-10,14978.391683135074
2009-07-13,14386.869809644233
2009-07-14,13792.845169478094
2009-07-15,13179.063635300765
2009-07-16,11909.068598267764
2009-07-17,12880.009174165789
2009-07-20,12465.369356584068
2009-07-21,12497.996437348016
2009-07-22,12477.213171548967
2009-07-23,12045.837100522656
2009-07-24,12253.11368486079
2009-07-27,11921.280331114549
2009-07-28,11754.950731869572
2009-07-29,12057.945930972306
2009-07-30,11594.50051378479
2009-07-31,11498.366213338682
2009-08-03,10798.916245623157
2009-08-04,10864.877344985169
2009-08-05,10860.980307288815
2009-08-06,10736.745570723204
2009-08-07,10577.554947985693
2009-08-10,10950.080638797792
2009-08-11,11102.606133715584
2009-08-12,10732.312427928067
2009-08-13,10714.108048919526
2009-08-14,10890.226516106368
2009-08-17,9807.906512572228
2009-08-18,9843.598605079222
2009-08-19,11299.913427040143
2009-08-20,10777.989446761836
2009-08-21,10666.915567804446
2009-08-24,9832.67001553158
2009-08-25,10760.383561605573
2009-08-26,11596.671157532755
2009-08-27,11791.078516493946
2009-08-28,10576.560779777552
2009-08-31,11737.574931374606
2009-09-01,12785.767327256122
2009-09-02,12406.024949230983
2009-09-03,12086.042366788786
2009-09-04,11483.367366856406
2009-09-08,11028.579164427201
2009-09-09,11309.53304091668
2009-09-10,10825.825169102409
2009-09-11,10749.715207647625
2009-09-14,10826.93974781857
2009-09-15,10634.741150725271
2009-09-16,10610.692060987689
2009-09-17,10802.551166285035
2009-09-18,10733.763388768088
2009-09-21,9882.58290001634
2009-09-22,10717.82082854115
2009-09-23,10346.371335420821
2009-09-24,9430.527158535817
2009-09-25,10371.64407642706
2009-09-28,9124.832527597184
2009-09-29,10072.946904600547
2009-09-30,9940.618498557462
2009-10-01,10024.723674822239
2009-10-02,9312.51338664462
2009-10-05,9940.693236417692
2009-10-06,9674.307938862918
2009-10-07,9974.241787979368
2009-10-08,9629.77685521604
2009-10-09,9553.832092230032
2009-10-12,9679.414791107385
2009-10-13,9510.496278625185
2009-10-14,8957.09966571376
2009-10-15,8799.02317905504
2009-10-16,8900.098011460146
2009-10-19,8970.713216874381
2009-10-20,9980.097110254237
2009-10-21,9543.470383782324
2009-10-22,9350.93251257685
2009-10-23,8096.9487098281525
2009-10-26,9031.836917451483
2009-10-27,9311.206805895003
2009-10-28,9752.399353201106
2009-10-29,9438.262069837683
2009-10-30,8732.818509764202
2009-11-02,10125.89561884867
2009-11-03,9950.515055842561
2009-11-04,9444.758028205182
2009-11-05,9539.528362442867
2009-11-06,9475.706656766006
2009-11-09,9148.6482837027
2009-11-10,9384.232315512822
2009-11-11,9686.541676371591
2009-11-12,9991.966303916888
2009-11-13,9845.719296878811
2009-11-16,9689.973276146731
2009-11-17,9737.152176798272
2009-11-18,9891.00718688222
2009-11-19,10224.034567547253
2009-11-20,10333.077304338023
2009-11-23,10345.018721721624
2009-11-24,10401.340179481802
2009-11-25,10656.199846820831
2009-11-27,10825.130803366677
2009-11-30,11019.304432908171
2009-12-01,10607.39834288272
2009-12-02,10533.76943455313
2009-12-03,10263.882318704882
2009-12-04,10258.067676046976
2009-12-07,10277.277695463614
2009-12-08,10666.859845554116
2009-12-09,10757.71179782429
2009-12-10,11041.32771432454
2009-12-11,10718.83010364091
2009-12-14,10403.505802534954
2009-12-15,10541.328427474416
2009-12-16,10511.673659205953
2009-12-17,11370.313197561483
