Date,SI=F
2017-12-05,1765.8750655660028
2017-12-06,1749.294955355527
2017-12-07,1719.632078226511
2017-12-08,1837.3794210727306
2017-12-11,1834.1643553047404
2017-12-12,1855.3045631037462
2017-12-13,1878.9015662597878
2017-12-14,1899.3557322374445
2017-12-15,1989.373361426972
2017-12-18,1893.234436819295
2017-12-19,1883.4552389660769
2017-12-20,1893.1481893013424
2017-12-21,1907.3861318361946
2017-12-22,1955.8489908610434
2017-12-26,2044.81412261608
2017-12-27,1994.1572441081103
2017-12-28,2028.5173563373357
2017-12-29,2050.5398111708105
2018-01-02,2057.6235158601553
2018-01-03,1935.7410205576698
2018-01-04,1883.7196130768157
2018-01-05,1879.8846067828722
2018-01-08,1849.5296698405243
2018-01-09,1864.0377450430958
2018-01-10,1885.0582093899477
2018-01-11,1830.6496970210353
2018-01-12,1821.7957406219396
2018-01-16,1825.1794452747838
2018-01-17,1845.0266659784438
2018-01-18,1821.028326790666
2018-01-19,1791.3323198220212
2018-01-22,1763.6115400048238
2018-01-23,1768.9218591203494
2018-01-24,1909.5825466372116
2018-01-25,1717.2747323807478
2018-01-26,1704.635311555684
2018-01-30,1682.7024606746274
2018-01-31,1758.1860073801065
2018-02-01,1760.869377982493
2018-02-02,1670.6025384106854
2018-02-05,1778.5547522521997
2018-02-06,1871.552504963978
2018-02-07,1771.3876435790328
2018-02-08,1865.0838673837065
2018-02-09,1875.8028968837953
2018-02-12,1940.6692545299122
2018-02-13,1943.401271516689
2018-02-14,1985.2073115192368
2018-02-15,1795.0914037100704
2018-02-16,1809.0859335716475
2018-02-20,1794.6587253177645
2018-02-21,1862.2720904058142
2018-02-22,1890.05274973847
2018-02-23,1835.228567792074
2018-02-26,1816.6286126880868
2018-02-27,1762.7197187399172
2018-02-28,1817.8502858192876
2018-03-01,1795.8365935074225
2018-03-02,1828.7965533807874
2018-03-05,1821.8745242973193
2018-03-06,1844.2613941644486
2018-03-07,1739.891191253826
2018-03-08,1817.7339758268295
2018-03-09,1882.829008490544
2018-03-12,1851.4453176720974
2018-03-13,1870.9592148261283
2018-03-14,1856.914581124972
2018-03-15,1843.6072527489682
2018-03-16,1880.0778609817685
2018-03-19,1881.6348364271414
2018-03-20,1875.7080573434437
2018-03-21,1960.3484481746748
2018-03-22,1873.0863195835395
2018-03-23,1994.0466796818973
2018-03-26,2007.320028639339
2018-03-27,1979.9936672048818
2018-03-28,1975.6870353190332
2018-03-29,1969.323879840759
2018-04-02,1976.6155958298775
2018-04-03,1960.8084010556233
2018-04-04,2015.7191016441786
2018-04-05,2001.2288760966553
2018-04-06,2036.3724329450852
2018-04-09,2121.7200919354386
2018-04-10,2268.976277541456
2018-04-11,2256.031071688029
2018-04-12,2128.6191552435203
2018-04-13,2250.955488010829
2018-04-16,2290.943338308455
2018-04-17,2284.0581235432805
2018-04-18,2318.3933522142843
2018-04-19,2240.0580164285434
2018-04-20,2245.132869015459
2018-04-23,2250.3504482737776
2018-04-24,2361.0254821546328
2018-04-25,2394.329604705567
2018-04-26,2420.66234272697
2018-04-27,2390.1325139417568
2018-04-30,2332.6922797799566
2018-05-01,2422.8460891083664
2018-05-02,2461.755508757437
2018-05-03,2597.490586868773
2018-05-04,2541.9560571334077
2018-05-07,2535.5424010549195
2018-05-08,2600.446288607695
2018-05-09,2649.133864394359
2018-05-10,2771.526597909183
2018-05-11,2647.0406967987833
2018-05-14,2792.102433117727
2018-05-15,2785.839074351899
2018-05-16,2888.419812597919
2018-05-17,2991.808178650549
2018-05-18,3054.950992570961
2018-05-21,3213.377555107038
2018-05-22,3013.3852224881134
2018-05-23,2887.124339073002
2018-05-24,2871.9492252550294
2018-05-25,2919.1100836035166
2018-05-29,3170.3784701891445
2018-05-30,3169.6860289392243
2018-05-31,3148.103308263879
2018-06-01,3145.077771109451
2018-06-04,3279.2749420010186
2018-06-05,3242.0691569861183
2018-06-06,3485.8170017434413
2018-06-07,3658.4053636561785
2018-06-08,3864.832334270694
2018-06-11,3185.0860232704636
2018-06-12,3187.923180839251
2018-06-13,3229.1020593805356
2018-06-14,3294.547394041461
2018-06-15,3444.932206360902
2018-06-18,3172.4242468293273
2018-06-19,3210.9341010789963
2018-06-20,3204.0674246114004
2018-06-21,3290.7739383757666
2018-06-22,3303.5541998535077
2018-06-25,3351.666340211389
2018-06-26,3297.967702412484
2018-06-27,3350.347790872368
2018-06-28,3541.4585041889372
2018-06-29,3573.2048476272016
2018-07-02,3551.983393351073
2018-07-03,3738.324113899423
2018-07-05,3745.314824888072
2018-07-06,3817.2329357147883
2018-07-09,3585.57386223235
2018-07-10,3594.4191092443975
2018-07-11,3332.78755410406
2018-07-12,3588.578132218203
2018-07-13,3569.5829337824216
2018-07-16,3454.927396287283
2018-07-17,3436.898661974974
2018-07-18,3356.486404795086
2018-07-19,3367.4974619339814
2018-07-20,3327.867541157968
2018-07-23,3107.0725828722766
2018-07-24,3158.2375992818725
2018-07-25,3058.9528581463014
2018-07-26,2851.0237073910744
2018-07-27,3034.011804740567
2018-07-30,2935.2246383788897
2018-07-31,2994.2078112703166
2018-08-01,3053.976923379118
2018-08-02,3021.6809059111606
2018-08-03,3041.4004206446175
2018-08-06,2873.1000250763163
2018-08-07,2979.2266660939854
2018-08-08,3042.286036786629
2018-08-09,3115.0694396289
2018-08-10,3181.8281226922245
2018-08-13,3338.1522356476544
2018-08-14,3412.2165117901404
2018-08-15,3216.056100197583
2018-08-16,3402.156811900327
2018-08-17,3394.8706895136042
2018-08-20,3424.5539100564474
2018-08-21,3649.491441218261
2018-08-22,3958.4642832428726
2018-08-23,3858.050728032652
2018-08-24,4226.5322020847025
2018-08-27,4206.0292007174285
2018-08-28,4081.9539660359833
2018-08-29,4289.459703089022
2018-08-30,4112.850287518501
2018-08-31,4276.744679372368
